player_id,player_name,position,team,games,fantasy_points,fantasy_points_ppr,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,completions,attempts,passing_yards,passing_tds,interceptions,snap_pct
00-0036630,Tylan Wallace,WR,BAL,8,25.3,36.300000000000004,0,0.0,0,12,11,193.0,1,0,0,0.0,0,0.0,0.2752631578947369
00-0036635,Ihmir Smith-Marsette,WR,NYG,1,6.0,6.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.008
00-0036637,Noah Gray,TE,KC,16,73.3,113.3,1,-4.0,0,49,40,437.0,5,0,0,0.0,0,0.0,0.5455
00-0036640,Zach Davidson,TE,BUF,2,0.5,1.5,0,0.0,0,2,1,5.0,0,0,0,0.0,0,0.0,0.22666666666666668
00-0036646,Simi Fehoko,WR,LAC,5,10.600000000000001,16.6,0,0.0,0,16,6,106.0,0,0,0,0.0,0,0.0,0.44111111111111106
00-0036670,Jermar Jefferson,RB,DET,2,3.2,4.2,6,22.0,0,1,1,10.0,0,0,0,0.0,0,0.0,0.09
00-0036727,Adam Prentice,RB,NO,4,0.0,0.0,0,0.0,0,4,0,0.0,0,0,0,0.0,0,0.0,
00-0036741,Jack Stoll,TE,MIA,2,1.0,3.0,0,0.0,0,3,2,10.0,0,0,0,0.0,0,0.0,0.2827272727272727
00-0036754,Brock Wright,TE,DET,10,22.0,35.0,0,0.0,0,16,13,100.0,2,0,0,0.0,0,0.0,0.495
00-0036825,Feleipe Franks,TE,CAR,3,1.2000000000000002,2.2,0,0.0,0,3,1,12.0,0,0,0,0.0,0,0.0,
00-0036841,Austin Trammell,WR,JAX,1,4.0,6.0,0,0.0,0,3,2,40.0,0,0,0,0.0,0,0.0,0.61
00-0036842,Kene Nwangwu,RB,NYJ,1,6.0,6.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.005
00-0036849,Tutu Atwell,WR,LA,15,56.900000000000006,98.9,2,7.0,0,62,42,562.0,0,0,1,0.0,0,0.0,0.3515789473684211
00-0036862,Ben Skowronek,WR,PIT,4,6.9,11.9,0,0.0,0,5,5,69.0,0,0,0,0.0,0,0.0,0.15545454545454546
00-0036875,Rhamondre Stevenson,RB,NE,15,142.9,175.9,207,801.0,7,41,33,168.0,1,0,0,0.0,0,0.0,0.6153333333333334
00-0036876,Kylen Granson,TE,IND,14,18.2,32.2,0,0.0,0,31,14,182.0,0,0,0,0.0,0,0.0,0.4052941176470588
00-0036877,Jaelon Darden,WR,SEA,1,0.6000000000000001,1.6,0,0.0,0,1,1,6.0,0,0,0,0.0,0,0.0,0.025833333333333333
00-0036887,Luke Farrell,TE,JAX,10,6.7,18.7,0,0.0,0,17,12,67.0,0,0,0,0.0,0,0.0,0.3764705882352941
00-0036893,Najee Harris,RB,PIT,17,168.60000000000002,204.6,263,1043.0,6,48,36,283.0,0,0,0,0.0,0,0.0,0.4977777777777778
00-0036894,Pat Freiermuth,TE,PIT,17,103.3,168.3,0,0.0,0,78,65,653.0,7,0,0,0.0,0,0.0,0.6872222222222222
00-0036898,Davis Mills,QB,HOU,4,9.580000000000002,9.580000000000002,3,11.0,0,0,0,0.0,0,20,36,212.0,0,0.0,0.2975
00-0036900,Ja'Marr Chase,WR,CIN,17,276.0,403.0,3,32.0,0,175,127,1708.0,17,0,0,0.0,0,0.0,0.9229411764705882
00-0036906,Khalil Herbert,RB,CIN,8,21.5,31.5,36,130.0,1,11,10,25.0,0,0,0,0.0,0,0.0,0.135
00-0036912,DeVonta Smith,WR,PHI,13,131.4,199.4,1,1.0,0,89,68,833.0,8,0,0,0.0,0,0.0,0.8770588235294118
00-0036913,Kadarius Toney,WR,CLE,2,-0.4,-0.4,2,-4.0,0,1,0,0.0,0,0,0,0.0,0,0.0,0.07333333333333335
00-0036919,Kenneth Gainwell,RB,PHI,16,46.6,62.6,75,290.0,1,22,16,116.0,0,0,0,0.0,0,0.0,0.24047619047619045
00-0036924,Michael Carter,RB,ARI,3,24.8,35.8,35,131.0,1,11,11,57.0,0,0,0,0.0,0,0.0,0.6166666666666667
00-0036928,Kyle Trask,QB,TB,3,-0.2,-0.2,5,-4.0,0,0,0,0.0,0,1,1,5.0,0,0.0,0.065
00-0036945,Justin Fields,QB,PIT,10,119.14,119.14,62,289.0,5,0,0,0.0,0,106,161,1106.0,5,1.0,0.5636363636363636
00-0036955,Terrace Marshall Jr.,WR,LV,5,4.1000000000000005,7.1000000000000005,0,0.0,0,6,3,41.0,0,0,0,0.0,0,0.0,0.2928571428571428
00-0036963,Amon-Ra St. Brown,WR,DET,17,201.18,316.18,2,6.0,0,141,115,1263.0,12,1,1,7.0,1,0.0,0.8872222222222222
00-0036970,Kyle Pitts,TE,ATL,17,84.2,131.2,0,0.0,0,74,47,602.0,4,0,0,0.0,0,0.0,0.62
00-0036971,Trevor Lawrence,QB,JAX,10,145.7,145.7,26,119.0,3,0,0,0.0,0,172,284,2045.0,11,7.0,0.9019999999999999
00-0036972,Mac Jones,QB,JAX,10,96.08,96.08,28,92.0,1,0,0,0.0,0,171,262,1672.0,8,8.0,0.798
00-0036973,Travis Etienne,RB,JAX,15,91.2,130.2,150,558.0,2,52,39,254.0,0,0,0,0.0,0,0.0,0.5393333333333333
00-0036980,Elijah Moore,WR,CLE,17,59.900000000000006,120.9,1,1.0,0,102,61,538.0,1,0,0,0.0,0,0.0,0.7570588235294117
00-0036984,Trey Sermon,RB,IND,14,37.800000000000004,53.800000000000004,56,159.0,2,19,16,99.0,0,0,0,0.0,0,0.0,0.22058823529411764
00-0036988,Josh Palmer,WR,LAC,15,68.4,107.4,0,0.0,0,65,39,584.0,1,0,0,0.0,0,0.0,0.66
00-0036997,Javonte Williams,RB,DEN,17,105.9,157.9,139,513.0,4,70,52,346.0,0,0,0,0.0,0,0.0,0.5338888888888889
00-0037004,Hunter Long,TE,LA,7,12.0,19.0,0,0.0,0,9,7,60.0,0,0,0,0.0,0,0.0,0.26105263157894737
00-0037005,Tommy Tremble,TE,CAR,10,33.400000000000006,56.4,0,0.0,0,32,23,234.0,2,0,0,0.0,0,0.0,0.6725
00-0037012,Trey Lance,QB,DAL,4,12.74,12.74,11,41.0,0,0,0,0.0,0,25,41,266.0,0,1.0,0.3325
00-0037077,Sam Howell,QB,SEA,1,-0.8400000000000001,-0.8400000000000001,1,2.0,0,0,0,0.0,0,5,14,24.0,0,1.0,0.215
00-0037085,Tyler Badie,RB,DEN,3,6.4,9.4,11,86.0,0,3,3,-2.0,0,0,0,0.0,0,0.0,0.0975
00-0037086,Grant Calcaterra,TE,PHI,13,35.800000000000004,59.800000000000004,0,0.0,0,30,24,298.0,1,0,0,0.0,0,0.0,0.6176190476190476
00-0037091,Bo Melton,WR,GB,11,14.5,22.500000000000004,8,54.0,0,17,8,91.0,0,0,0,0.0,0,0.0,0.24222222222222223
00-0037093,Dareke Young,WR,SEA,1,0.0,0.0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0.0,0.030714285714285715
00-0037120,Tyler Goodson,RB,IND,9,33.400000000000006,44.4,32,153.0,1,15,11,61.0,1,0,0,0.0,0,0.0,
00-0037132,Britain Covey,WR,PHI,3,3.4000000000000004,10.4,0,0.0,0,8,7,34.0,0,0,0,0.0,0,0.0,0.144
00-0037156,Irvin Charles,WR,NYJ,1,0.0,0.0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0.0,
00-0037197,Isiah Pacheco,RB,KC,7,44.900000000000006,56.900000000000006,83,310.0,1,16,12,79.0,0,0,0,0.0,0,0.0,0.434
00-0037216,Justyn Ross,WR,KC,1,0.0,0.0,0,0.0,0,1,0,0.0,0,0,0,0.0,0,0.0,0.09
00-0037228,Jaylen Warren,RB,PIT,15,86.10000000000001,124.10000000000001,120,511.0,1,47,38,310.0,0,0,0,0.0,0,0.0,0.455
00-0037231,Kevin Austin Jr.,WR,NO,8,16.0,27.0,1,9.0,0,22,11,151.0,0,0,0,0.0,0,0.0,
00-0037238,Drake London,WR,ATL,17,180.8,280.8,1,-3.0,0,158,100,1271.0,9,0,0,0.0,0,0.0,0.8970588235294118
00-0037239,Chris Olave,WR,NO,8,44.7,76.7,1,7.0,0,44,32,400.0,1,0,0,0.0,0,0.0,0.6175
00-0037240,Jameson Williams,WR,DET,15,154.20000000000002,212.20000000000002,11,61.0,1,91,58,1001.0,7,0,0,0.0,0,0.0,0.800625
00-0037247,George Pickens,WR,PIT,14,105.4,164.4,2,-6.0,0,103,59,900.0,3,0,0,0.0,0,0.0,0.8006666666666666
00-0037248,James Cook,RB,BUF,16,234.70000000000002,266.7,207,1009.0,16,38,32,258.0,2,0,0,0.0,0,0.0,0.47631578947368425
00-0037252,Greg Dulcich,TE,NYG,3,2.8000000000000003,7.8,0,0.0,0,12,5,28.0,0,0,0,0.0,0,0.0,0.25666666666666665
00-0037256,Rachaad White,RB,TB,15,148.6,199.6,144,613.0,3,57,51,393.0,6,0,0,0.0,0,0.0,0.5547058823529412
00-0037257,David Bell,WR,CLE,1,2.7,5.7,0,0.0,0,3,3,27.0,0,0,0,0.0,0,0.0,0.13
00-0037258,Dameon Pierce,RB,HOU,9,41.5,43.5,40,293.0,2,4,2,2.0,0,0,0,0.0,0,0.0,0.16076923076923075
00-0037261,Khalil Shakir,WR,BUF,15,106.5,182.5,2,4.0,0,100,76,821.0,4,0,0,0.0,0,0.0,0.6211111111111111
00-0037263,Tyler Allgeier,RB,ATL,17,93.2,106.2,137,644.0,3,13,13,88.0,0,0,0,0.0,0,0.0,0.24941176470588236
00-0037267,Jerome Ford,RB,CLE,14,97.0,134.0,104,565.0,3,43,37,225.0,0,0,0,0.0,0,0.0,0.54
00-0037276,Ty Chandler,RB,MIN,10,22.400000000000002,28.400000000000002,56,182.0,0,6,6,42.0,0,0,0,0.0,0,0.0,0.13444444444444445
00-0037291,Jalen Nailor,WR,MIN,15,77.0,105.0,3,-4.0,0,42,28,414.0,6,0,0,0.0,0,0.0,0.5311111111111111
00-0037292,Andrew Ogletree,TE,IND,11,16.900000000000002,25.9,0,0.0,0,14,9,109.0,1,0,0,0.0,0,0.0,0.4023529411764706
00-0037300,Mike Woods,WR,CLE,5,6.5,13.5,0,0.0,0,17,7,65.0,0,0,0,0.0,0,0.0,
00-0037304,Connor Heyward,TE,PIT,5,10.0,16.0,0,0.0,0,8,6,40.0,1,0,0,0.0,0,0.0,0.17722222222222223
00-0037306,John FitzPatrick,TE,GB,1,0.2,1.2,0,0.0,0,1,1,2.0,0,0,0,0.0,0,0.0,0.11599999999999999
00-0037324,Chris Oladokun,QB,KC,1,0.5,0.5,1,5.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.15
00-0037327,Skylar Thompson,QB,MIA,2,7.880000000000001,7.880000000000001,1,4.0,0,0,0,0.0,0,21,33,187.0,0,0.0,0.29333333333333333
00-0037348,Tanner Conner,WR,MIA,2,1.6,4.6,0,0.0,0,4,3,16.0,0,0,0,0.0,0,0.0,
00-0037382,Brandon Johnson,WR,PIT,1,0.9,1.9,0,0.0,0,1,1,9.0,0,0,0,0.0,0,0.0,0.09999999999999999
00-0037422,Kendric Pryor,WR,CIN,1,0.9,1.9,0,0.0,0,1,1,9.0,0,0,0,0.0,0,0.0,
00-0037429,Raheem Blackshear,RB,CAR,3,8.0,8.0,15,80.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.07187500000000001
00-0037450,Tyreik McAllister,RB,LV,1,1.1,1.1,2,11.0,0,0,0,0.0,0,0,0,0.0,0,0.0,
00-0037475,Stone Smartt,TE,LAC,7,18.8,34.8,0,0.0,0,19,16,208.0,0,0,0,0.0,0,0.0,0.193125
00-0037487,Deven Thompkins,WR,CAR,4,2.7,6.7,2,7.0,0,4,4,20.0,0,0,0,0.0,0,0.0,0.11571428571428573
00-0037509,Sincere McCormick,RB,LV,4,21.200000000000003,27.200000000000003,39,183.0,0,7,6,29.0,0,0,0,0.0,0,0.0,
00-0037524,Tay Martin,WR,TEN,1,10.9,11.9,0,0.0,0,2,1,49.0,1,0,0,0.0,0,0.0,0.06
00-0037525,Jordan Mason,RB,SF,12,104.0,115.0,153,789.0,3,14,11,91.0,0,0,0,0.0,0,0.0,0.48666666666666664
00-0037539,Lucas Krull,TE,DEN,10,15.200000000000001,34.2,0,0.0,0,23,19,152.0,0,0,0,0.0,0,0.0,0.3821428571428571
00-0037545,Rashid Shaheed,WR,NO,6,61.8,81.80000000000001,6,29.0,0,41,20,349.0,3,0,0,0.0,0,0.0,0.7566666666666667
00-0037557,Ronnie Rivers,RB,LA,5,13.3,18.3,22,99.0,0,6,5,34.0,0,0,0,0.0,0,0.0,0.07263157894736842
00-0037569,Peyton Hendershot,TE,KC,4,5.1,10.1,0,0.0,0,5,5,51.0,0,0,0,0.0,0,0.0,0.17099999999999999
00-0037594,Julius Chestnut,RB,TEN,7,11.3,13.3,22,102.0,0,3,2,11.0,0,0,0,0.0,0,0.0,0.07117647058823529
00-0037609,Aaron Shampklin,RB,PIT,3,1.7000000000000002,1.7000000000000002,6,17.0,0,0,0,0.0,0,0,0,0.0,0,0.0,
00-0037614,John Metchie III,WR,HOU,10,31.400000000000006,55.400000000000006,0,0.0,0,37,24,254.0,1,0,0,0.0,0,0.0,0.47200000000000003
00-0037617,Hassan Haskins,RB,LAC,11,29.8,32.8,34,89.0,2,3,3,49.0,1,0,0,0.0,0,0.0,0.12166666666666666
00-0037654,Tucker Fisk,TE,LAC,7,3.9000000000000004,10.9,0,0.0,0,8,7,39.0,0,0,0,0.0,0,0.0,
00-0037664,Alec Pierce,WR,IND,16,124.4,161.4,0,0.0,0,69,37,824.0,7,0,0,0.0,0,0.0,0.800625
00-0037666,Jalen Tolbert,WR,DAL,17,103.0,152.0,0,0.0,0,79,49,610.0,7,0,0,0.0,0,0.0,0.7576470588235295
00-0037740,Garrett Wilson,WR,NYJ,17,150.9,251.9,2,5.0,0,153,101,1104.0,7,0,0,0.0,0,0.0,0.9629411764705883
00-0037741,Jahan Dotson,WR,PHI,14,22.900000000000002,41.9,1,13.0,0,33,19,216.0,0,0,0,0.0,0,0.0,0.5823809523809524
00-0037742,Treylon Burks,WR,TEN,5,3.5,7.5,2,1.0,0,8,4,34.0,0,0,0,0.0,0,0.0,0.47400000000000003
00-0037744,Trey McBride,TE,ARI,16,132.8,243.8,1,2.0,1,147,111,1146.0,2,0,0,0.0,0,0.0,0.898125
00-0037745,Velus Jones Jr.,RB,CAR,2,1.9000000000000001,2.9000000000000004,3,11.0,0,1,1,8.0,0,0,0,0.0,0,0.0,0.043333333333333335
00-0037746,Brian Robinson,RB,WAS,14,139.8,159.8,187,799.0,8,25,20,159.0,0,0,0,0.0,0,0.0,0.5164705882352941
00-0037801,KaVontae Turpin,WR,DAL,15,73.2,104.2,16,92.0,0,52,31,420.0,2,0,0,0.0,0,0.0,
00-0037805,Jeremy Ruckert,TE,NYJ,13,10.5,28.5,0,0.0,0,28,18,105.0,0,0,0,0.0,0,0.0,0.36764705882352944
00-0037809,Chig Okonkwo,TE,TEN,16,61.6,113.60000000000001,1,17.0,0,70,52,479.0,2,0,0,0.0,0,0.0,0.6052941176470588
00-0037816,Romeo Doubs,WR,GB,13,86.1,132.1,0,0.0,0,72,46,601.0,4,0,0,0.0,0,0.0,0.7585714285714286
00-0037827,Tyrion Davis-Price,RB,PHI,1,0.7000000000000001,0.7000000000000001,3,7.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.08
00-0037834,Brock Purdy,QB,SF,15,266.86,266.86,66,323.0,5,0,0,0.0,0,300,455,3864.0,20,12.0,0.9893333333333333
00-0037837,Calvin Austin III,WR,PIT,17,84.8,120.8,0,0.0,0,58,36,548.0,4,0,0,0.0,0,0.0,0.5466666666666666
00-0037838,Isaiah Likely,TE,BAL,15,81.7,123.7,0,0.0,0,58,42,477.0,6,0,0,0.0,0,0.0,0.6166666666666667
00-0037840,Kyren Williams,RB,LA,16,238.1,272.1,316,1299.0,14,40,34,182.0,2,0,0,0.0,0,0.0,0.8716666666666666
00-0038040,Zamir White,RB,LV,8,23.3,29.3,65,183.0,1,8,6,30.0,0,0,0,0.0,0,0.0,0.305
00-0038041,Jake Ferguson,TE,DAL,14,45.400000000000006,104.4,0,0.0,0,86,59,494.0,0,0,0,0.0,0,0.0,0.6528571428571429
00-0038046,Charlie Kolar,TE,BAL,7,19.3,28.3,1,2.0,0,11,9,131.0,1,0,0,0.0,0,0.0,0.294
00-0038090,Skyy Moore,WR,KC,2,0.0,0.0,0,0.0,0,3,0,0.0,0,0,0,0.0,0,0.0,0.20333333333333334
00-0038092,Erik Ezukanma,WR,MIA,1,0.0,0.0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,0.0,0.14
00-0038098,Pierre Strong,RB,CLE,11,21.200000000000003,35.2,26,108.0,0,22,14,104.0,0,0,0,0.0,0,0.0,0.19214285714285714
00-0038102,Kenny Pickett,QB,PHI,5,25.14,25.14,9,15.0,1,0,0,0.0,0,25,42,291.0,2,1.0,0.3
00-0038104,Tyquan Thornton,WR,KC,4,4.7,8.7,0,0.0,0,8,4,47.0,0,0,0,0.0,0,0.0,0.295
00-0038108,Bailey Zappe,QB,CLE,1,7.000000000000001,7.000000000000001,2,2.0,0,0,0,0.0,0,16,31,170.0,1,2.0,0.9
00-0038115,Daniel Bellinger,TE,NYG,7,12.5,26.5,0,0.0,0,17,14,125.0,0,0,0,0.0,0,0.0,0.3305882352941176
00-0038117,Wan'Dale Robinson,WR,NYG,17,89.7,182.70000000000002,3,18.0,0,140,93,699.0,3,0,0,0.0,0,0.0,0.7594117647058823
00-0038120,Breece Hall,RB,NYJ,16,183.9,240.9,209,876.0,5,76,57,483.0,3,0,0,0.0,0,0.0,0.72375
00-0038122,Desmond Ridder,QB,LV,5,21.92,21.92,9,36.0,0,0,0,0.0,0,52,85,458.0,2,2.0,0.3333333333333333
00-0038124,Christian Watson,WR,GB,14,76.3,105.3,4,23.0,0,53,29,620.0,2,0,0,0.0,0,0.0,0.5906666666666667
00-0038128,Malik Willis,QB,GB,6,51.800000000000004,51.800000000000004,20,138.0,1,0,0,0.0,0,40,54,550.0,3,0.0,0.4642857142857143
00-0038129,Cade Otton,TE,TB,14,81.60000000000001,140.6,1,-4.0,0,87,59,600.0,4,0,0,0.0,0,0.0,0.9306666666666668
00-0038134,Kenneth Walker III,RB,SEA,11,135.20000000000002,181.2,153,573.0,7,53,46,299.0,1,0,0,0.0,0,0.0,0.6327272727272727
00-0038359,Xavier Smith,WR,LA,3,4.2,6.2,4,36.0,0,2,2,6.0,0,0,0,0.0,0,0.0,
00-0038393,Dontayvion Wicks,WR,GB,17,71.5,110.5,0,0.0,0,76,39,415.0,5,0,0,0.0,0,0.0,0.5594444444444444
00-0038394,Will Mallory,TE,IND,7,2.9000000000000004,6.9,0,0.0,0,8,4,29.0,0,0,0,0.0,0,0.0,0.14
00-0038396,Eric Gray,RB,NYG,10,9.3,19.3,14,31.0,0,11,10,82.0,0,0,0,0.0,0,0.0,0.09529411764705883
00-0038400,Tanner McKee,QB,PHI,2,28.82,28.82,5,-1.0,0,0,0,0.0,0,30,45,323.0,4,0.0,0.66
00-0038416,Tyson Bagent,QB,CHI,4,-0.26000000000000006,-0.26000000000000006,6,-7.0,0,0,0,0.0,0,2,2,11.0,0,0.0,0.052500000000000005
00-0038454,Keaton Mitchell,RB,BAL,2,5.800000000000001,6.800000000000001,15,30.0,0,1,1,28.0,0,0,0,0.0,0,0.0,0.07714285714285715
00-0038465,Malik Heath,WR,GB,5,21.700000000000003,31.700000000000003,0,0.0,0,13,10,97.0,2,0,0,0.0,0,0.0,0.21214285714285716
00-0038476,Tommy DeVito,QB,NYG,2,13.480000000000002,13.480000000000002,8,32.0,0,0,0,0.0,0,31,44,257.0,0,0.0,0.48666666666666664
00-0038477,Bryce Ford-Wheaton,WR,NYG,1,6.0,6.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,
00-0038496,Xavier Gipson,WR,NYJ,7,10.4,16.4,1,5.0,0,10,6,39.0,1,0,0,0.0,0,0.0,0.1811764705882353
00-0038498,E.J. Jenkins,TE,PHI,2,6.7,7.7,0,0.0,0,2,1,7.0,1,0,0,0.0,0,0.0,
00-0038507,Grant DuBose,WR,MIA,2,1.1,3.0999999999999996,0,0.0,0,4,2,11.0,0,0,0,0.0,0,0.0,
00-0038519,Nikko Remigio,WR,KC,1,4.800000000000001,6.800000000000001,0,0.0,0,6,2,48.0,0,0,0,0.0,0,0.0,
00-0038542,Bijan Robinson,RB,ATL,17,280.7,341.7,304,1456.0,14,72,61,431.0,1,0,0,0.0,0,0.0,0.7535294117647059
00-0038543,Jaxon Smith-Njigba,WR,SEA,17,153.0,253.0,5,26.0,0,137,100,1130.0,6,1,1,35.0,0,0.0,0.8641176470588235
00-0038544,Quentin Johnston,WR,LAC,15,119.70000000000002,174.70000000000002,3,6.0,0,91,55,711.0,8,0,0,0.0,0,0.0,0.71625
00-0038547,Luke Schoonmaker,TE,DAL,10,30.1,57.1,0,0.0,0,36,27,241.0,1,0,0,0.0,0,0.0,0.3447058823529412
00-0038550,Hendon Hooker,QB,DET,3,2.68,2.68,5,2.0,0,0,0,0.0,0,6,9,62.0,0,0.0,0.16333333333333333
00-0038551,Kendre Miller,RB,NO,6,24.1,29.1,39,148.0,1,8,5,33.0,0,0,0,0.0,0,0.0,0.27999999999999997
00-0038555,Tank Bigsby,RB,JAX,15,122.0,129.0,168,766.0,7,12,7,54.0,0,0,0,0.0,0,0.0,0.36125
00-0038558,Darnell Washington,TE,PIT,13,26.0,45.0,0,0.0,0,25,19,200.0,1,0,0,0.0,0,0.0,0.5094444444444445
00-0038559,Michael Wilson,WR,ARI,16,77.5,124.5,1,7.0,0,71,47,548.0,4,0,0,0.0,0,0.0,0.795625
00-0038563,Tre Tucker,WR,LV,17,82.30000000000001,129.3,9,44.0,1,81,47,539.0,3,0,0,0.0,0,0.0,0.8723529411764706
00-0038573,Derius Davis,WR,LAC,11,27.1,40.1,12,39.0,0,17,13,112.0,2,0,0,0.0,0,0.0,0.1575
00-0038576,Charlie Jones,WR,CIN,2,6.5,7.5,0,0.0,0,1,1,5.0,0,0,0,0.0,0,0.0,0.05500000000000001
00-0038579,Aidan O'Connell,QB,LV,9,93.48,93.48,21,30.0,1,0,0,0.0,0,154,243,1612.0,8,4.0,0.7055555555555555
00-0038582,Clayton Tune,QB,ARI,5,-2.08,-2.08,7,-4.0,0,0,0,0.0,0,2,2,8.0,0,0.0,0.08166666666666667
00-0038583,Dorian Thompson-Robinson,QB,CLE,6,15.8,15.8,21,122.0,0,0,0,0.0,0,61,118,440.0,0,6.0,0.40714285714285714
00-0038589,Josh Whyle,TE,TEN,14,32.8,60.800000000000004,0,0.0,0,37,28,248.0,1,0,0,0.0,0,0.0,0.32
00-0038597,Chase Brown,RB,CIN,16,201.0,255.0,229,990.0,7,65,54,360.0,4,0,0,0.0,0,0.0,0.6275000000000001
00-0038606,Parker Washington,WR,JAX,13,65.0,97.0,0,0.0,0,51,32,390.0,3,0,0,0.0,0,0.0,0.5529411764705883
00-0038608,Kayshon Boutte,WR,NE,15,78.9,121.9,0,0.0,0,68,43,589.0,3,0,0,0.0,0,0.0,0.7806666666666666
00-0038611,Chris Rodriguez Jr.,RB,WAS,6,30.5,31.5,35,173.0,2,1,1,12.0,0,0,0,0.0,0,0.0,0.11777777777777779
00-0038614,Scott Matlock,RB,LAC,5,2.8,6.8,0,0.0,0,5,4,28.0,0,0,0,0.0,0,0.0,0.33555555555555555
00-0038618,Xavier Hutchinson,WR,HOU,14,11.7,23.7,0,0.0,0,26,12,117.0,0,0,0,0.0,0,0.0,0.47388888888888886
00-0038619,Andrei Iosivas,WR,CIN,17,83.9,119.9,0,0.0,0,61,36,479.0,6,0,0,0.0,0,0.0,0.7841176470588236
00-0038621,Demario Douglas,WR,NE,16,81.7,147.70000000000002,3,16.0,0,87,66,621.0,3,0,0,0.0,0,0.0,0.6264705882352941
00-0038622,Deuce Vaughn,RB,DAL,5,8.8,11.8,17,70.0,0,5,3,18.0,0,0,0,0.0,0,0.0,0.09714285714285716
00-0038636,Kenny McIntosh,RB,SEA,7,19.4,22.4,31,172.0,0,4,3,22.0,0,0,0,0.0,0,0.0,0.07470588235294118
00-0038640,Jalen Brooks,WR,DAL,12,23.700000000000003,35.7,0,0.0,0,30,12,177.0,1,0,0,0.0,0,0.0,0.3828571428571429
00-0038643,Brayden Willis,TE,SF,1,0.0,0.0,0,0.0,0,2,0,0.0,0,0,0,0.0,0,0.0,0.037
00-0038647,Ronnie Bell,WR,SF,3,2.2,4.2,0,0.0,0,6,2,22.0,0,0,0,0.0,0,0.0,0.19
00-0038678,Jordan Mims,RB,NO,7,14.100000000000001,26.1,20,70.0,0,18,12,71.0,0,0,0,0.0,0,0.0,0.15181818181818182
00-0038679,Tyrell Shavers,WR,BUF,1,12.9,13.9,0,0.0,0,1,1,69.0,1,0,0,0.0,0,0.0,
00-0038685,Chris Brooks,RB,GB,11,31.200000000000003,42.2,36,183.0,1,13,11,69.0,0,0,0,0.0,0,0.0,
00-0038705,Emari Demercado,RB,ARI,13,38.7,54.7,24,223.0,1,20,16,104.0,0,0,0,0.0,0,0.0,0.2030769230769231
00-0038710,Blake Whiteheart,TE,CLE,7,11.1,17.1,0,0.0,0,9,6,51.0,1,0,0,0.0,0,0.0,
00-0038720,Julian Hill,TE,MIA,11,10.0,22.0,0,0.0,0,19,12,100.0,0,0,0,0.0,0,0.0,0.47875
00-0038738,Hunter Luepke,RB,DAL,13,14.9,26.900000000000002,12,38.0,0,16,12,111.0,0,0,0,0.0,0,0.0,0.3025
00-0038752,Jake Bobo,WR,SEA,11,16.700000000000003,29.7,0,0.0,0,17,13,107.0,1,0,0,0.0,0,0.0,0.2923529411764706
00-0038783,Nate Adkins,TE,DEN,12,29.5,43.5,0,0.0,0,15,14,115.0,3,0,0,0.0,0,0.0,0.3688888888888889
00-0038794,Jaleel McLaughlin,RB,DEN,16,73.2,97.2,113,496.0,1,27,24,76.0,2,0,0,0.0,0,0.0,0.27647058823529413
00-0038797,Emanuel Wilson,RB,GB,17,85.0,96.0,103,502.0,4,14,11,48.0,1,0,0,0.0,0,0.0,0.23055555555555557
00-0038809,Ben Sims,TE,GB,4,4.2,8.200000000000001,0,0.0,0,5,4,42.0,0,0,0,0.0,0,0.0,0.21294117647058824
00-0038821,Rakim Jarrett,WR,TB,6,12.4,21.400000000000002,0,0.0,0,11,9,124.0,0,0,0,0.0,0,0.0,0.3090909090909091
00-0038824,Ryan Miller,WR,TB,8,24.8,36.8,0,0.0,0,20,12,128.0,2,0,0,0.0,0,0.0,
00-0038840,Brycen Tremayne,WR,WAS,1,-0.2,0.8,0,0.0,0,1,1,-2.0,0,0,0,0.0,0,0.0,
00-0038920,John Shenker,TE,LV,1,0.7000000000000001,1.7000000000000002,0,0.0,0,1,1,7.0,0,0,0,0.0,0,0.0,
00-0038933,Dalton Kincaid,TE,BUF,13,56.800000000000004,100.8,0,0.0,0,75,44,448.0,2,0,0,0.0,0,0.0,0.546875
00-0038935,Brenton Strange,TE,JAX,14,51.1,91.1,0,0.0,0,53,40,411.0,2,0,0,0.0,0,0.0,0.5423529411764706
00-0038938,Jalin Hyatt,WR,NYG,10,6.2,14.2,0,0.0,0,19,8,62.0,0,0,0,0.0,0,0.0,0.315
00-0038941,Tyler Scott,WR,CHI,1,0.5,1.5,0,0.0,0,1,1,5.0,0,0,0,0.0,0,0.0,0.025454545454545455
00-0038951,Sean Tucker,RB,TB,11,59.7,68.7,50,308.0,2,12,9,109.0,1,0,0,0.0,0,0.0,0.08722222222222223
