player_id,player_name,position,team,games,fantasy_points,fantasy_points_ppr,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,completions,attempts,passing_yards,passing_tds,interceptions,snap_pct
00-0032434,Brandon Allen,QB,SF,3,6.360000000000001,6.360000000000001,3,4.0,0,0,0,0.0,0,17,30,199.0,1,2.0,0.36000000000000004
00-0032464,Kalif Raymond,WR,DET,10,39.5,56.5,2,0.0,0,22,17,215.0,2,0,0,0.0,0,0.0,0.2823076923076923
00-0032688,Robbie Chosen,WR,MIA,1,0.5,1.5,0,0.0,0,4,1,5.0,0,0,0,0.0,0,0.0,0.195
00-0032764,Derrick Henry,RB,BAL,17,317.40000000000003,336.40000000000003,325,1921.0,16,22,19,193.0,2,0,0,0.0,0,0.0,0.5768421052631578
00-0032775,Demarcus Robinson,WR,LA,17,92.5,123.5,0,0.0,0,64,31,505.0,7,0,0,0.0,0,0.0,0.8163157894736842
00-0032918,C.J. Ham,RB,MIN,5,8.5,13.5,2,10.0,1,6,5,35.0,0,0,0,0.0,0,0.0,0.23444444444444443
00-0032950,Carson Wentz,QB,KC,2,4.72,4.72,3,0.0,0,0,0,0.0,0,12,19,118.0,0,0.0,0.3233333333333333
00-0033009,Tyler Boyd,WR,TEN,15,39.300000000000004,78.3,1,3.0,0,57,39,390.0,0,0,1,0.0,0,0.0,0.6224999999999999
00-0033040,Tyreek Hill,WR,MIA,17,137.2,218.2,8,53.0,0,122,81,959.0,6,0,0,0.0,0,0.0,0.7988235294117647
00-0033045,Ezekiel Elliott,RB,LAC,15,45.5,57.5,74,226.0,3,15,12,69.0,0,0,0,0.0,0,0.0,0.25266666666666665
00-0033077,Dak Prescott,QB,DAL,8,116.52,116.52,13,54.0,1,0,0,0.0,0,185,286,1978.0,11,8.0,0.91125
00-0033090,Hunter Henry,TE,NE,16,79.4,145.4,0,0.0,0,97,66,674.0,2,0,0,0.0,0,0.0,0.80625
00-0033106,Jared Goff,QB,DET,17,323.46000000000004,324.46000000000004,35,56.0,0,1,1,7.0,1,390,539,4629.0,37,12.0,0.9705555555555555
00-0033110,Tyler Higbee,TE,LA,3,18.6,26.6,0,0.0,0,12,8,66.0,2,0,0,0.0,0,0.0,0.40599999999999997
00-0033119,Jacoby Brissett,QB,NE,7,45.24,45.24,15,62.0,0,0,0,0.0,0,95,161,826.0,2,1.0,0.69875
00-0033217,Mo Alie-Cox,TE,IND,12,20.7,32.7,0,0.0,0,22,12,147.0,1,0,0,0.0,0,0.0,0.43823529411764706
00-0033246,Johnny Mundt,TE,MIN,13,26.2,45.2,0,0.0,0,27,19,142.0,2,0,0,0.0,0,0.0,0.3927777777777778
00-0033280,Christian McCaffrey,RB,SF,4,32.800000000000004,47.800000000000004,50,202.0,0,19,15,146.0,0,0,0,0.0,0,0.0,0.7224999999999999
00-0033282,Curtis Samuel,WR,BUF,14,32.7,63.7,5,14.0,0,46,31,253.0,1,0,0,0.0,0,0.0,0.3941176470588235
00-0033288,George Kittle,TE,SF,15,158.6,236.60000000000002,0,0.0,0,94,78,1106.0,8,0,0,0.0,0,0.0,0.866
00-0033292,Trent Taylor,WR,SF,1,1.1,2.1,0,0.0,0,1,1,11.0,0,0,0,0.0,0,0.0,0.095
00-0033293,Aaron Jones,RB,MIN,17,190.60000000000002,241.6,255,1138.0,5,62,51,408.0,2,0,0,0.0,0,0.0,0.6372222222222222
00-0033307,Kendrick Bourne,WR,NE,12,37.1,65.1,1,6.0,0,38,28,305.0,1,0,1,0.0,0,0.0,0.5833333333333334
00-0033319,Nick Mullens,QB,MIN,4,1.32,1.32,3,-2.0,0,0,0,0.0,0,2,2,38.0,0,0.0,0.025
00-0033357,Taysom Hill,TE,NO,8,79.34,102.34,39,278.0,6,31,23,187.0,0,2,4,21.0,0,1.0,0.425
00-0033375,Tim Patrick,WR,DET,15,59.400000000000006,92.4,0,0.0,0,44,33,394.0,3,0,0,0.0,0,0.0,0.5823529411764706
00-0033376,Patrick Ricard,RB,BAL,5,8.2,11.2,0,0.0,0,5,3,22.0,1,0,0,0.0,0,0.0,0.4036842105263158
00-0033439,Pharaoh Brown,TE,SEA,8,4.5,12.5,0,0.0,0,12,8,65.0,0,0,0,0.0,0,0.0,0.27799999999999997
00-0033460,John Ross,WR,PHI,1,0.6000000000000001,1.6,0,0.0,0,2,1,6.0,0,0,0,0.0,0,0.0,0.21
00-0033526,Samaje Perine,RB,KC,17,53.4,81.4,20,92.0,1,35,28,322.0,1,0,0,0.0,0,0.0,0.2575
00-0033536,Mike Williams,WR,PIT,13,35.800000000000004,56.8,0,0.0,0,34,21,298.0,1,0,0,0.0,0,0.0,0.3957894736842105
00-0033537,Deshaun Watson,QB,CLE,7,76.72,76.72,31,148.0,1,0,0,0.0,0,137,216,1148.0,5,3.0,0.8885714285714286
00-0033553,James Conner,RB,ARI,16,206.8,253.8,236,1094.0,8,55,47,414.0,1,0,0,0.0,0,0.0,0.60625
00-0033555,Mack Hollins,WR,BUF,16,67.8,98.8,0,0.0,0,50,31,378.0,5,0,0,0.0,0,0.0,0.6599999999999999
00-0033576,Eric Saubert,TE,SF,8,15.7,26.7,0,0.0,0,14,11,97.0,1,0,0,0.0,0,0.0,0.3382352941176471
00-0033589,David Moore,WR,CAR,14,53.1,85.10000000000001,1,0.0,0,57,32,351.0,3,0,0,0.0,0,0.0,0.5394117647058824
00-0033591,Noah Brown,WR,WAS,11,51.300000000000004,86.30000000000001,0,0.0,0,56,35,453.0,1,0,0,0.0,0,0.0,0.630909090909091
00-0033662,Cooper Rush,QB,DAL,12,109.56,109.56,26,18.0,0,0,0,0.0,0,187,308,1844.0,12,5.0,0.6983333333333333
00-0033699,Austin Ekeler,RB,WAS,12,97.3,132.3,77,367.0,4,41,35,366.0,0,0,0,0.0,0,0.0,0.5166666666666667
00-0033854,Dare Ogunbowale,RB,HOU,15,37.0,56.0,30,112.0,0,28,19,198.0,1,0,0,0.0,0,0.0,0.27473684210526317
00-0033857,JuJu Smith-Schuster,WR,KC,11,35.1,53.1,0,0.0,0,26,18,231.0,2,0,0,0.0,0,0.0,0.47411764705882353
00-0033858,Jonnu Smith,TE,MIA,17,134.3,222.3,2,-1.0,0,111,88,884.0,8,0,0,0.0,0,0.0,0.5488235294117647
00-0033869,Mitchell Trubisky,QB,BUF,8,15.259999999999998,15.259999999999998,17,1.0,0,0,0,0.0,0,19,26,179.0,2,0.0,0.167
00-0033873,Patrick Mahomes,QB,KC,16,282.02,283.02,58,307.0,2,1,1,2.0,0,392,581,3928.0,26,11.0,0.9942105263157895
00-0033881,Evan Engram,TE,JAX,9,42.5,89.5,0,0.0,0,64,47,365.0,1,0,0,0.0,0,0.0,0.7200000000000001
00-0033885,David Njoku,TE,CLE,11,84.5,148.5,0,0.0,0,97,64,505.0,5,0,0,0.0,0,0.0,0.7490909090909091
00-0033891,Zay Jones,WR,ARI,6,8.4,16.400000000000002,0,0.0,0,11,8,84.0,0,0,0,0.0,0,0.0,0.34545454545454546
00-0033893,Dalvin Cook,RB,DAL,2,3.0,4.0,8,20.0,0,1,1,10.0,0,0,0,0.0,0,0.0,0.18
00-0033895,Gerald Everett,TE,CHI,9,3.6000000000000005,11.6,0,0.0,0,13,8,36.0,0,0,0,0.0,0,0.0,0.21588235294117647
00-0033897,Joe Mixon,RB,HOU,14,204.5,240.5,245,1016.0,11,52,36,309.0,1,0,1,0.0,0,0.0,0.6175
00-0033906,Alvin Kamara,RB,NO,14,197.3,265.3,228,950.0,6,89,68,543.0,2,0,0,0.0,0,0.0,0.7085714285714285
00-0033908,Cooper Kupp,WR,LA,12,108.0,175.0,2,10.0,0,100,67,710.0,6,0,0,0.0,0,0.0,0.8064285714285714
00-0033921,Chris Godwin,WR,TB,7,87.80000000000001,137.8,1,2.0,0,62,50,576.0,5,0,0,0.0,0,0.0,0.87
00-0033923,Kareem Hunt,RB,KC,13,132.4,155.4,200,728.0,7,32,23,176.0,0,0,0,0.0,0,0.0,0.498125
00-0033925,D'Onta Foreman,RB,CLE,10,26.6,32.6,71,232.0,0,8,6,54.0,0,0,0,0.0,0,0.0,0.2672727272727273
00-0033943,Josh Reynolds,WR,JAX,8,25.400000000000002,38.4,0,0.0,0,24,13,194.0,1,0,0,0.0,0,0.0,0.5233333333333333
00-0033948,Jamaal Williams,RB,NO,13,28.1,37.1,48,164.0,1,11,9,57.0,0,0,0,0.0,0,0.0,0.1992857142857143
00-0033949,Joshua Dobbs,QB,SF,2,30.839999999999996,30.839999999999996,9,24.0,2,0,0,0.0,0,32,47,361.0,2,2.0,0.54
00-0033955,Jeremy McNichols,RB,WAS,14,54.800000000000004,63.800000000000004,55,261.0,4,12,9,27.0,0,0,0,0.0,0,0.0,0.198
00-0034054,River Cracraft,WR,MIA,4,6.6000000000000005,13.600000000000001,0,0.0,0,9,7,66.0,0,0,0,0.0,0,0.0,
00-0034073,Ross Dwelley,TE,ATL,1,0.5,1.5,0,0.0,0,1,1,5.0,0,0,0,0.0,0,0.0,0.0988235294117647
00-0034115,Jeff Wilson,RB,MIA,7,7.6000000000000005,10.600000000000001,16,57.0,0,3,3,19.0,0,0,0,0.0,0,0.0,0.11555555555555556
00-0034159,Will Dissly,TE,LAC,15,60.1,110.1,0,0.0,0,64,50,481.0,2,0,0,0.0,0,0.0,0.573125
00-0034177,Tim Boyle,QB,NYG,3,13.940000000000001,13.940000000000001,3,9.0,0,0,0,0.0,0,27,50,276.0,1,1.0,
00-0034184,Gus Edwards,RB,LAC,11,61.1,64.10000000000001,101,365.0,4,5,3,6.0,0,0,0,0.0,0,0.0,0.33
00-0034208,Mike Boone,RB,CAR,5,4.9,5.9,13,51.0,0,3,1,-2.0,0,0,0,0.0,0,0.0,0.12
00-0034270,Tyler Conklin,TE,NYJ,16,70.9,121.9,1,0.0,0,72,51,449.0,4,0,0,0.0,0,0.0,0.800625
00-0034272,Marquez Valdes-Scantling,WR,NO,13,65.5,84.5,1,4.0,0,44,19,411.0,4,0,0,0.0,0,0.0,0.5435714285714286
00-0034348,Courtland Sutton,WR,DEN,16,159.3,240.3,0,0.0,0,135,81,1081.0,8,2,2,30.0,1,0.0,0.8594444444444445
00-0034351,Dallas Goedert,TE,PHI,10,61.599999999999994,103.6,0,0.0,0,52,42,496.0,2,0,0,0.0,0,0.0,0.7164285714285714
00-0034353,Anthony Miller,WR,BAL,1,1.6,2.6,0,0.0,0,1,1,16.0,0,0,0,0.0,0,0.0,0.10250000000000001
00-0034364,Jordan Akins,TE,CLE,16,51.0,91.0,0,0.0,0,58,40,390.0,2,0,0,0.0,0,0.0,0.3911764705882353
00-0034365,Ian Thomas,TE,CAR,3,0.7000000000000001,3.7,0,0.0,0,6,3,7.0,0,0,0,0.0,0,0.0,0.344
00-0034383,Dalton Schultz,TE,HOU,17,65.2,118.2,0,0.0,0,85,53,532.0,2,0,0,0.0,0,0.0,0.7789473684210527
00-0034386,Justin Watson,WR,KC,15,40.9,62.9,0,0.0,0,32,22,289.0,2,0,0,0.0,0,0.0,0.5345
00-0034401,Mike White,QB,BUF,1,1.12,1.12,0,0.0,0,0,0,0.0,0,3,11,28.0,0,0.0,0.3
00-0034407,Ray-Ray McCloud,WR,ATL,17,80.5,142.5,10,79.0,0,87,62,686.0,1,0,0,0.0,0,0.0,0.8511764705882353
00-0034418,Cedrick Wilson Jr.,WR,NO,10,31.94,51.94,0,0.0,0,27,20,211.0,1,1,1,21.0,1,0.0,0.396
00-0034419,Braxton Berrios,WR,MIA,3,0.0,0.0,0,0.0,0,4,0,0.0,0,0,0,0.0,0,0.0,0.26833333333333337
00-0034487,Trent Sherfield,WR,MIN,8,14.3,22.3,0,0.0,0,9,8,83.0,1,0,0,0.0,0,0.0,0.1622222222222222
00-0034521,Allen Lazard,WR,NYJ,12,89.0,126.0,0,0.0,0,61,37,530.0,6,0,1,0.0,0,0.0,0.8433333333333333
00-0034577,Kyle Allen,QB,PIT,1,0.76,0.76,0,0.0,0,0,0,0.0,0,1,1,19.0,0,0.0,0.03
00-0034613,Tanner Hudson,TE,CIN,9,19.5,38.5,1,1.0,0,23,19,154.0,1,0,0,0.0,0,0.0,
00-0034646,Brandon Powell,WR,MIN,7,7.1000000000000005,14.1,0,0.0,0,10,7,71.0,0,0,0,0.0,0,0.0,0.19
00-0034753,Mark Andrews,TE,BAL,17,133.8,188.8,4,5.0,0,69,55,673.0,11,0,0,0.0,0,0.0,0.6152631578947368
00-0034771,Mason Rudolph,QB,TEN,8,95.8,95.8,25,106.0,1,0,0,0.0,0,146,228,1530.0,9,9.0,0.8475
