player_id,player_name,red_zone_touches,goal_line_touches,total_touches,red_zone_share,goal_line_share
00-0035125,A.Ingold,3.0,1.0,22.0,0.13636363636363635,0.045454545454545456
00-0033943,J.Reynolds,3.0,0.0,24.0,0.125,0.0
00-0039921,T.Benson,3.0,1.0,69.0,0.043478260869565216,0.014492753623188406
00-0036928,K.Trask,3.0,0.0,5.0,0.6,0.0
00-0036331,D.Duvernay,3.0,0.0,20.0,0.15,0.0
00-0038752,J.Bobo,3.0,2.0,18.0,0.16666666666666666,0.1111111111111111
00-0038465,M.Heath,3.0,2.0,17.0,0.17647058823529413,0.11764705882352941
00-0037012,T.Lance,3.0,1.0,11.0,0.2727272727272727,0.09090909090909091
00-0033536,M.Williams,3.0,0.0,37.0,0.08108108108108109,0.0
00-0039617,J.Kibodi,2.0,0.0,8.0,0.25,0.0
00-0038710,B.Whiteheart,2.0,1.0,9.0,0.2222222222222222,0.1111111111111111
00-0039751,J.Whittington,2.0,0.0,31.0,0.06451612903225806,0.0
00-0038678,J.Mims,2.0,0.0,38.0,0.05263157894736842,0.0
00-0039917,M.Penix,2.0,2.0,7.0,0.2857142857142857,0.2857142857142857
00-0039052,T.Palmer,2.0,0.0,22.0,0.09090909090909091,0.0
00-0038496,X.Gipson,2.0,2.0,12.0,0.16666666666666666,0.16666666666666666
00-0039050,P.Durham,2.0,1.0,14.0,0.14285714285714285,0.07142857142857142
00-0038102,K.Pickett,2.0,2.0,14.0,0.14285714285714285,0.14285714285714285
00-0038498,E.Jenkins,2.0,0.0,2.0,1.0,0.0
00-0038583,D.Thompson-Robinson,2.0,0.0,21.0,0.09523809523809523,0.0
00-0039631,C.Grandy,2.0,0.0,5.0,0.4,0.0
00-0038579,A.O'Connell,2.0,1.0,21.0,0.09523809523809523,0.047619047619047616
00-0038821,R.Jarrett,2.0,0.0,11.0,0.18181818181818182,0.0
00-0039067,R.Rice,2.0,0.0,30.0,0.06666666666666667,0.0
00-0039814,E.All,2.0,0.0,22.0,0.09090909090909091,0.0
00-0038558,D.Washington,2.0,2.0,28.0,0.07142857142857142,0.07142857142857142
00-0038809,B.Sims,2.0,0.0,5.0,0.4,0.0
00-0039754,D.Culp,2.0,0.0,6.0,0.3333333333333333,0.0
00-0039530,B.Spann-Ford,2.0,0.0,14.0,0.14285714285714285,0.0
00-0039757,T.Jennings,2.0,0.0,14.0,0.14285714285714285,0.0
00-0023459,A.Rodgers,2.0,0.0,22.0,0.09090909090909091,0.0
00-0037132,B.Covey,2.0,0.0,8.0,0.25,0.0
00-0032950,C.Wentz,2.0,0.0,3.0,0.6666666666666666,0.0
00-0034115,J.Wilson,2.0,0.0,19.0,0.10526315789473684,0.0
00-0033376,P.Ricard,2.0,1.0,5.0,0.4,0.2
00-0034208,M.Boone,2.0,0.0,16.0,0.125,0.0
00-0035704,D.Lock,2.0,1.0,18.0,0.1111111111111111,0.05555555555555555
00-0032268,M.Mariota,2.0,1.0,20.0,0.1,0.05
00-0036212,T.Tagovailoa,2.0,0.0,17.0,0.11764705882352941,0.0
00-0031549,N.Agholor,2.0,0.0,31.0,0.06451612903225806,0.0
00-0036425,D.Dallas,2.0,1.0,12.0,0.16666666666666666,0.08333333333333333
00-0035567,C.Reynolds,2.0,0.0,36.0,0.05555555555555555,0.0
00-0037304,Co.Heyward,2.0,1.0,9.0,0.2222222222222222,0.1111111111111111
00-0037086,G.Calcaterra,2.0,1.0,31.0,0.06451612903225806,0.03225806451612903
00-0034777,D.Chark,2.0,0.0,14.0,0.14285714285714285,0.0
00-0035289,G.Minshew,2.0,0.0,19.0,0.10526315789473684,0.0
00-0036096,J.Taylor,2.0,0.0,13.0,0.15384615384615385,0.0
00-0034272,M.Valdes-Scantling,2.0,1.0,45.0,0.044444444444444446,0.022222222222222223
00-0033077,D.Prescott,2.0,2.0,13.0,0.15384615384615385,0.15384615384615385
00-0035021,A.Dulin,2.0,1.0,13.0,0.15384615384615385,0.07692307692307693
00-0036646,S.Fehoko,2.0,0.0,16.0,0.125,0.0
00-0036972,M.Jones,2.0,2.0,28.0,0.07142857142857142,0.07142857142857142
00-0033307,K.Bourne,2.0,1.0,39.0,0.05128205128205128,0.02564102564102564
00-0032688,R.Chosen,2.0,0.0,4.0,0.5,0.0
00-0037091,B.Melton,2.0,0.0,28.0,0.07142857142857142,0.0
00-0037487,D.Thompkins,2.0,0.0,6.0,0.3333333333333333,0.0
00-0036332,J.Deguara,2.0,0.0,3.0,0.6666666666666666,0.0
00-0034854,K.Hodge,2.0,0.0,12.0,0.16666666666666666,0.0
00-0026158,J.Flacco,2.0,0.0,9.0,0.2222222222222222,0.0
00-0033895,G.Everett,2.0,0.0,13.0,0.15384615384615385,0.0
00-0037569,P.Hendershot,1.0,0.0,5.0,0.2,0.0
00-0038647,R.Bell,1.0,0.0,6.0,0.16666666666666666,0.0
00-0039623,M.Tipton,1.0,0.0,26.0,0.038461538461538464,0.0
00-0039650,B.Oliver,1.0,0.0,9.0,0.1111111111111111,0.0
00-0036510,K.Yeboah,1.0,0.0,8.0,0.125,0.0
00-0036387,J.Reagor,1.0,0.0,15.0,0.06666666666666667,0.0
00-0036630,T.Wallace,1.0,0.0,15.0,0.06666666666666667,0.0
00-0038582,C.Tune,1.0,0.0,7.0,0.14285714285714285,0.0
00-0033863,D.Skipper,1.0,0.0,1.0,1.0,0.0
00-0039747,A.Smith,1.0,0.0,11.0,0.09090909090909091,0.0
00-0036590,Q.Morris,1.0,1.0,8.0,0.125,0.125
00-0036187,R.Gilliam,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333
00-0039589,K.Johnson,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333
00-0035311,M.Gaskin,1.0,0.0,4.0,0.25,0.0
00-0034646,B.Powell,1.0,0.0,10.0,0.1,0.0
00-0034571,T.Scott,1.0,1.0,1.0,1.0,1.0
00-0034487,T.Sherfield,1.0,0.0,12.0,0.08333333333333333,0.0
00-0034419,B.Berrios,1.0,0.0,4.0,0.25,0.0
00-0034418,C.Wilson,1.0,0.0,27.0,0.037037037037037035,0.0
00-0034365,I.Thomas,1.0,0.0,6.0,0.16666666666666666,0.0
00-0039144,L.Musgrave,1.0,0.0,10.0,0.1,0.0
00-0035298,S.Miller,1.0,0.0,9.0,0.1111111111111111,0.0
00-0035547,J.Fortson,1.0,0.0,3.0,0.3333333333333333,0.0
00-0039573,B.Watson,1.0,0.0,6.0,0.16666666666666666,0.0
00-0039062,J.Mingo,1.0,0.0,44.0,0.022727272727272728,0.0
00-0035602,A.Bachman,1.0,1.0,4.0,0.25,0.25
00-0035639,P.Campbell,1.0,1.0,8.0,0.125,0.125
00-0035806,J.Hasty,1.0,0.0,32.0,0.03125,0.0
00-0039386,B.Means,1.0,0.0,15.0,0.06666666666666667,0.0
00-0038981,W.Morris,1.0,1.0,1.0,1.0,1.0
00-0034054,R.Cracraft,1.0,0.0,9.0,0.1111111111111111,0.0
00-0039543,R.Keyton,1.0,0.0,3.0,0.3333333333333333,0.0
00-0033439,P.Brown,1.0,1.0,12.0,0.08333333333333333,0.08333333333333333
00-0036640,Z.Davidson,1.0,0.0,2.0,0.5,0.0
00-0034834,S.Hubbard,1.0,1.0,1.0,1.0,1.0
00-0038104,T.Thornton,1.0,0.0,8.0,0.125,0.0
00-0037348,T.Conner,1.0,0.0,4.0,0.25,0.0
00-0039912,B.Sinnott,1.0,1.0,6.0,0.16666666666666666,0.16666666666666666
00-0037085,T.Badie,1.0,0.0,16.0,0.0625,0.0
00-0032128,C.Conley,1.0,1.0,12.0,0.08333333333333333,0.08333333333333333
00-0039847,T.Johnson,1.0,1.0,43.0,0.023255813953488372,0.023255813953488372
00-0036887,L.Farrell,1.0,0.0,17.0,0.058823529411764705,0.0
00-0037252,G.Dulcich,1.0,0.0,12.0,0.08333333333333333,0.0
00-0031484,C.Manhertz,1.0,1.0,4.0,0.25,0.25
00-0037287,V.Lowe,1.0,1.0,1.0,1.0,1.0
00-0037156,I.Charles,1.0,1.0,1.0,1.0,1.0
00-0031585,M.Pruitt,1.0,1.0,10.0,0.1,0.1
00-0038122,D.Ridder,1.0,0.0,9.0,0.1111111111111111,0.0
00-0032381,T.Decker,1.0,1.0,1.0,1.0,1.0
00-0037216,J.Ross,1.0,0.0,1.0,1.0,0.0
00-0037257,D.Bell,1.0,0.0,3.0,0.3333333333333333,0.0
00-0031690,E.Tomlinson,1.0,0.0,4.0,0.25,0.0
00-0038046,C.Kolar,1.0,1.0,12.0,0.08333333333333333,0.08333333333333333
00-0038489,B.VanSumeren,1.0,0.0,1.0,1.0,0.0
00-0037475,S.Smartt,1.0,0.0,19.0,0.05263157894736842,0.0
00-0037609,A.Shampklin,1.0,1.0,6.0,0.16666666666666666,0.16666666666666666
00-0038550,H.Hooker,1.0,0.0,5.0,0.2,0.0
00-0026300,J.Johnson,1.0,0.0,4.0,0.25,0.0
00-0038547,L.Schoonmaker,1.0,0.0,36.0,0.027777777777777776,0.0
00-0037654,T.Fisk,1.0,1.0,9.0,0.1111111111111111,0.1111111111111111
00-0038115,D.Bellinger,1.0,0.0,17.0,0.058823529411764705,0.0
00-0037450,T.McAllister,1.0,0.0,2.0,0.5,0.0
00-0038476,T.DeVito,1.0,0.0,8.0,0.125,0.0
00-0037429,R.Blackshear,1.0,0.0,15.0,0.06666666666666667,0.0
00-0038098,P.Strong,1.0,0.0,48.0,0.020833333333333332,0.0
00-0028118,T.Taylor,1.0,0.0,3.0,0.3333333333333333,0.0
00-0032918,C.Ham,1.0,1.0,9.0,0.1111111111111111,0.1111111111111111
00-0034177,T.Boyle,0.0,0.0,3.0,0.0,0.0
00-0039392,J.Jackson,0.0,0.0,4.0,0.0,0.0
00-0031800,T.Heinicke,0.0,0.0,2.0,0.0,0.0
00-0031357,C.Goodwin,0.0,0.0,1.0,0.0,0.0
00-0039379,J.Thrash,0.0,0.0,7.0,0.0,0.0
00-0031428,A.Robinson,0.0,0.0,7.0,0.0,0.0
00-0039376,S.Rattler,0.0,0.0,18.0,0.0,0.0
00-0031345,J.Garoppolo,0.0,0.0,2.0,0.0,0.0
00-0031299,J.Matthews,0.0,0.0,1.0,0.0,0.0
00-0034353,A.Miller,0.0,0.0,5.0,0.0,0.0
00-0039364,S.Vaki,0.0,0.0,9.0,0.0,0.0
00-0027973,A.Dalton,0.0,0.0,11.0,0.0,0.0
00-0034488,T.Thomas,0.0,0.0,1.0,0.0,0.0
00-0039393,J.McClellan,0.0,0.0,13.0,0.0,0.0
00-0039792,D.Walker,0.0,0.0,3.0,0.0,0.0
00-0039394,Cas.Washington,0.0,0.0,2.0,0.0,0.0
00-0039824,J.Wiley,0.0,0.0,1.0,0.0,0.0
00-0033460,J.Ross,0.0,0.0,2.0,0.0,0.0
00-0033557,J.Reeves-Maybin,0.0,0.0,1.0,0.0,0.0
00-0033319,N.Mullens,0.0,0.0,3.0,0.0,0.0
00-0033292,T.Taylor,0.0,0.0,1.0,0.0,0.0
00-0039811,M.Lloyd,0.0,0.0,7.0,0.0,0.0
00-0039737,T.Reiman,0.0,0.0,7.0,0.0,0.0
00-0033891,Z.Jones,0.0,0.0,11.0,0.0,0.0
00-0039731,J.Latham,0.0,0.0,1.0,0.0,0.0
00-0039703,C.Schrader,0.0,0.0,2.0,0.0,0.0
00-0039692,D.Pettus,0.0,0.0,1.0,0.0,0.0
00-0039816,A.Gould,0.0,0.0,1.0,0.0,0.0
00-0039648,D.Martin-Robinson,0.0,0.0,2.0,0.0,0.0
00-0033893,D.Cook,0.0,0.0,9.0,0.0,0.0
00-0039825,J.Hicks,0.0,0.0,1.0,0.0,0.0
00-0034162,J.Scott,0.0,0.0,1.0,0.0,0.0
00-0039614,J.Jackson,0.0,0.0,1.0,0.0,0.0
00-0032434,B.Allen,0.0,0.0,3.0,0.0,0.0
00-0039613,D.Holker,0.0,0.0,4.0,0.0,0.0
00-0039611,M.Hayball,0.0,0.0,1.0,0.0,0.0
00-0039603,B.Brooks,0.0,0.0,1.0,0.0,0.0
00-0039853,J.Baker,0.0,0.0,4.0,0.0,0.0
00-0039521,X.Weaver,0.0,0.0,2.0,0.0,0.0
00-0034073,R.Dwelley,0.0,0.0,1.0,0.0,0.0
00-0039458,B.Bates,0.0,0.0,1.0,0.0,0.0
00-0032141,G.Swaim,0.0,0.0,1.0,0.0,0.0
00-0039420,J.Bell,0.0,0.0,3.0,0.0,0.0
00-0039410,R.Flournoy,0.0,0.0,14.0,0.0,0.0
00-0039407,D.Laube,0.0,0.0,1.0,0.0,0.0
00-0039451,I.Williams,0.0,0.0,3.0,0.0,0.0
00-0038998,J.Haener,0.0,0.0,11.0,0.0,0.0
00-0039316,B.Cupp,0.0,0.0,1.0,0.0,0.0
00-0038519,N.Remigio,0.0,0.0,6.0,0.0,0.0
00-0038394,W.Mallory,0.0,0.0,8.0,0.0,0.0
00-0038400,T.McKee,0.0,0.0,5.0,0.0,0.0
00-0038416,T.Bagent,0.0,0.0,6.0,0.0,0.0
00-0038454,K.Mitchell,0.0,0.0,16.0,0.0,0.0
00-0037077,S.Howell,0.0,0.0,1.0,0.0,0.0
00-0037004,H.Long,0.0,0.0,11.0,0.0,0.0
00-0036990,D.Deablo,0.0,0.0,1.0,0.0,0.0
00-0038507,G.DuBose,0.0,0.0,4.0,0.0,0.0
00-0036955,T.Marshall,0.0,0.0,6.0,0.0,0.0
00-0036556,B.Jordan,0.0,0.0,3.0,0.0,0.0
00-0024243,M.Lewis,0.0,0.0,1.0,0.0,0.0
00-0036877,J.Darden,0.0,0.0,1.0,0.0,0.0
00-0036862,B.Skowronek,0.0,0.0,5.0,0.0,0.0
00-0036841,A.Trammell,0.0,0.0,3.0,0.0,0.0
00-0036825,F.Franks,0.0,0.0,3.0,0.0,0.0
00-0036741,J.Stoll,0.0,0.0,3.0,0.0,0.0
00-0038576,C.Jones,0.0,0.0,1.0,0.0,0.0
00-0036727,A.Prentice,0.0,0.0,4.0,0.0,0.0
00-0038359,X.Smith,0.0,0.0,6.0,0.0,0.0
00-0037093,D.Young,0.0,0.0,1.0,0.0,0.0
00-0038123,D.Belton,0.0,0.0,1.0,0.0,0.0
00-0037207,M.Caliendo,0.0,0.0,1.0,0.0,0.0
00-0037539,L.Krull,0.0,0.0,24.0,0.0,0.0
00-0037524,T.Martin,0.0,0.0,2.0,0.0,0.0
00-0037422,K.Pryor,0.0,0.0,1.0,0.0,0.0
00-0037742,T.Burks,0.0,0.0,10.0,0.0,0.0
00-0037382,B.Johnson,0.0,0.0,1.0,0.0,0.0
00-0037745,V.Jones,0.0,0.0,4.0,0.0,0.0
00-0037327,S.Thompson,0.0,0.0,1.0,0.0,0.0
00-0037324,C.Oladokun,0.0,0.0,1.0,0.0,0.0
00-0037306,J.FitzPatrick,0.0,0.0,1.0,0.0,0.0
00-0037827,T.Davis-Price,0.0,0.0,3.0,0.0,0.0
00-0037284,M.Araiza,0.0,0.0,1.0,0.0,0.0
00-0037253,M.Jones,0.0,0.0,2.0,0.0,0.0
00-0037243,T.Smith,0.0,0.0,1.0,0.0,0.0
00-0038090,S.Moore,0.0,0.0,3.0,0.0,0.0
00-0038092,E.Ezukanma,0.0,0.0,2.0,0.0,0.0
00-0037231,K.Austin,0.0,0.0,23.0,0.0,0.0
00-0038108,B.Zappe,0.0,0.0,2.0,0.0,0.0
00-0036620,D.Eskridge,0.0,0.0,3.0,0.0,0.0
00-0038614,S.Matlock,0.0,0.0,5.0,0.0,0.0
00-0039299,G.Holani,0.0,0.0,4.0,0.0,0.0
00-0035594,T.Homer,0.0,0.0,9.0,0.0,0.0
00-0036133,J.Proche,0.0,0.0,3.0,0.0,0.0
00-0036037,S.Franklin,0.0,0.0,1.0,0.0,0.0
00-0035976,D.Chisena,0.0,0.0,4.0,0.0,0.0
00-0035924,J.Ward,0.0,0.0,5.0,0.0,0.0
00-0035891,C.White,0.0,0.0,3.0,0.0,0.0
00-0035860,T.Jones,0.0,0.0,4.0,0.0,0.0
00-0037578,J.Thomas,0.0,0.0,1.0,0.0,0.0
00-0035795,J.Pierre,0.0,0.0,1.0,0.0,0.0
00-0035544,T.Kennedy,0.0,0.0,1.0,0.0,0.0
00-0036534,S.Zylstra,0.0,0.0,1.0,0.0,0.0
00-0035280,J.Bailey,0.0,0.0,1.0,0.0,0.0
00-0035264,J.Stidham,0.0,0.0,4.0,0.0,0.0
00-0035100,J.Browning,0.0,0.0,2.0,0.0,0.0
00-0034974,J.Love,0.0,0.0,1.0,0.0,0.0
00-0034970,I.Smith,0.0,0.0,1.0,0.0,0.0
00-0034959,A.Beck,0.0,0.0,2.0,0.0,0.0
00-0034928,S.Sims,0.0,0.0,3.0,0.0,0.0
00-0039244,C.Collier,0.0,0.0,7.0,0.0,0.0
00-0038941,T.Scott,0.0,0.0,1.0,0.0,0.0
00-0038938,J.Hyatt,0.0,0.0,19.0,0.0,0.0
00-0036165,I.Hodgins,0.0,0.0,2.0,0.0,0.0
00-0036176,M.Kinsey,0.0,0.0,2.0,0.0,0.0
00-0036497,T.Jones,0.0,0.0,5.0,0.0,0.0
00-0036463,C.Blair,0.0,0.0,2.0,0.0,0.0
00-0036450,K.Vaughn,0.0,0.0,2.0,0.0,0.0
00-0036438,S.Sullivan,0.0,0.0,1.0,0.0,0.0
00-0038643,B.Willis,0.0,0.0,2.0,0.0,0.0
00-0036429,C.Woerner,0.0,0.0,12.0,0.0,0.0
00-0038679,T.Shavers,0.0,0.0,1.0,0.0,0.0
00-0036370,J.Kelley,0.0,0.0,1.0,0.0,0.0
00-0036360,C.Edwards-Helaire,0.0,0.0,18.0,0.0,0.0
00-0038728,J.Wayne,0.0,0.0,2.0,0.0,0.0
00-0036329,A.Davis,0.0,0.0,1.0,0.0,0.0
00-0036297,D.Evans,0.0,0.0,3.0,0.0,0.0
00-0036268,L.Shenault,0.0,0.0,6.0,0.0,0.0
00-0036254,C.Johnson,0.0,0.0,2.0,0.0,0.0
00-0036232,H.Bryant,0.0,0.0,12.0,0.0,0.0
00-0038840,B.Tremayne,0.0,0.0,1.0,0.0,0.0
00-0038920,J.Shenker,0.0,0.0,1.0,0.0,0.0
00-0036913,K.Toney,0.0,0.0,3.0,0.0,0.0
