player_id,player_name,red_zone_touches,goal_line_touches,total_touches,red_zone_share,goal_line_share
00-0037238,D.London,27.0,6.0,160.0,0.16875,0.0375
00-0034972,A.Mattison,27.0,13.0,182.0,0.14835164835164835,0.07142857142857142
00-0036410,T.Higgins,25.0,11.0,110.0,0.22727272727272727,0.1
00-0039165,Z.Charbonnet,25.0,13.0,187.0,0.13368983957219252,0.06951871657754011
00-0037740,G.Wilson,25.0,5.0,157.0,0.1592356687898089,0.03184713375796178
00-0035719,D.Samuel,24.0,4.0,123.0,0.1951219512195122,0.032520325203252036
00-0037228,J.Warren,24.0,4.0,174.0,0.13793103448275862,0.022988505747126436
00-0034348,C.Sutton,23.0,1.0,144.0,0.1597222222222222,0.006944444444444444
00-0034827,D.Moore,23.0,3.0,156.0,0.14743589743589744,0.019230769230769232
00-0037744,T.McBride,23.0,9.0,148.0,0.1554054054054054,0.060810810810810814
00-0034796,L.Jackson,22.0,2.0,161.0,0.13664596273291926,0.012422360248447204
00-0039875,R.Davis,22.0,6.0,139.0,0.15827338129496402,0.04316546762589928
00-0036358,C.Lamb,21.0,3.0,168.0,0.125,0.017857142857142856
00-0033288,G.Kittle,21.0,6.0,94.0,0.22340425531914893,0.06382978723404255
00-0039075,P.Nacua,21.0,3.0,142.0,0.14788732394366197,0.02112676056338028
00-0035659,T.McLaurin,21.0,7.0,143.0,0.14685314685314685,0.04895104895104895
00-0034184,G.Edwards,21.0,7.0,114.0,0.18421052631578946,0.06140350877192982
00-0039065,S.LaPorta,21.0,4.0,90.0,0.23333333333333334,0.044444444444444446
00-0039164,A.Richardson,21.0,11.0,88.0,0.23863636363636365,0.125
00-0033040,T.Hill,20.0,5.0,132.0,0.15151515151515152,0.03787878787878788
00-0039732,B.Nix,20.0,7.0,97.0,0.20618556701030927,0.07216494845360824
00-0038994,J.Addison,20.0,5.0,111.0,0.18018018018018017,0.04504504504504504
00-0038794,J.McLaughlin,19.0,4.0,143.0,0.13286713286713286,0.027972027972027972
00-0036251,Z.Moss,19.0,9.0,101.0,0.18811881188118812,0.0891089108910891
00-0032104,A.Abdullah,19.0,6.0,113.0,0.168141592920354,0.05309734513274336
00-0033858,J.Smith,19.0,5.0,113.0,0.168141592920354,0.04424778761061947
00-0034791,N.Chubb,19.0,7.0,113.0,0.168141592920354,0.061946902654867256
00-0034753,M.Andrews,19.0,3.0,88.0,0.2159090909090909,0.03409090909090909
00-0038996,T.Kraft,18.0,3.0,81.0,0.2222222222222222,0.037037037037037035
00-0039337,M.Nabers,18.0,9.0,177.0,0.1016949152542373,0.05084745762711865
00-0035537,Ty.Johnson,18.0,3.0,90.0,0.2,0.03333333333333333
00-0033090,H.Henry,18.0,3.0,97.0,0.18556701030927836,0.030927835051546393
