player_name,team,position,adp,ecr_rank,bye_week,player_id,games,fantasy_points,fantasy_points_ppr,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,completions,attempts,passing_yards,passing_tds,interceptions,snap_pct,value_score,ppg,rushing_ppg,snap_share,volume,efficiency,receiving_ppg,td_rate,position_rank,adp_position_rank,value_gap
Ted Hurst III,TB,WR,243.06,248,10.0,,,,,,,,,,,,,,,,,,-1.8016972451362598,,,,,,,,139,89,-50
Malachi Fields,NYG,WR,245.92,253,8.0,,,,,,,,,,,,,,,,,,-1.8116972451362598,,,,,,,,140,90,-50
Ja'Kobi Lane,BAL,WR,247.22,258,13.0,,,,,,,,,,,,,,,,,,-1.8216972451362599,,,,,,,,141,92,-49
Chris Bell,MIA,WR,248.71,254,6.0,,,,,,,,,,,,,,,,,,-1.8316972451362599,,,,,,,,142,93,-49
Elic Ayomanor,TEN,WR,248.72,251,9.0,,,,,,,,,,,,,,,,,,-1.8416972451362599,,,,,,,,143,94,-49
Tory Horton,SEA,WR,255.23,257,11.0,,,,,,,,,,,,,,,,,,-1.8516972451362599,,,,,,,,144,95,-49
Elijah Sarratt,BAL,WR,259.78,266,13.0,,,,,,,,,,,,,,,,,,-1.86169724513626,,,,,,,,145,98,-47
Kyle Williams,NE,WR,278.5,297,11.0,,,,,,,,,,,,,,,,,,-1.87169724513626,,,,,,,,146,107,-39
Hollywood Brown,PHI,WR,288.43,300,10.0,,,,,,,,,,,,,,,,,,-1.88169724513626,,,,,,,,147,110,-37
Skyler Bell,BUF,WR,289.94,307,7.0,,,,,,,,,,,,,,,,,,-1.89169724513626,,,,,,,,148,112,-36
Chris Brazzell II,CAR,WR,292.0,341,5.0,,,,,,,,,,,,,,,,,,-1.90169724513626,,,,,,,,149,113,-36
Isaiah Bond,CLE,WR,292.12,305,11.0,,,,,,,,,,,,,,,,,,-1.91169724513626,,,,,,,,150,114,-36
Konata Mumpfield,LAR,WR,300.76,334,11.0,,,,,,,,,,,,,,,,,,-1.9216972451362597,,,,,,,,151,117,-34
Bryce Lance,NO,WR,301.77,332,8.0,,,,,,,,,,,,,,,,,,-1.93169724513626,,,,,,,,152,118,-34
Roman Wilson,PIT,WR,308.46,386,9.0,,,,,,,,,,,,,,,,,,-1.9416972451362597,,,,,,,,153,122,-31
Barion Brown,NO,WR,309.0,437,8.0,,,,,,,,,,,,,,,,,,-1.95169724513626,,,,,,,,154,123,-31
Tez Johnson,TB,WR,311.03,335,10.0,,,,,,,,,,,,,,,,,,-1.9616972451362598,,,,,,,,155,127,-28
Jalen Royals,KC,WR,313.24,337,5.0,,,,,,,,,,,,,,,,,,-1.97169724513626,,,,,,,,156,130,-26
Brenen Thompson,LAC,WR,314.48,356,7.0,,,,,,,,,,,,,,,,,,-1.9816972451362598,,,,,,,,157,133,-24
Reggie Virgil,ARI,WR,320.5,487,14.0,,,,,,,,,,,,,,,,,,-1.9916972451362598,,,,,,,,158,137,-21
Malik Benson,LV,WR,321.95,372,13.0,,,,,,,,,,,,,,,,,,-2.00169724513626,,,,,,,,159,140,-19
Kevin Coleman Jr.,MIA,WR,322.11,373,6.0,,,,,,,,,,,,,,,,,,-2.01169724513626,,,,,,,,160,141,-19
Mitch Tinsley,CIN,WR,328.0,463,6.0,,,,,,,,,,,,,,,,,,-2.02169724513626,,,,,,,,161,146,-15
Dont'e Thornton Jr.,LV,WR,328.44,384,13.0,,,,,,,,,,,,,,,,,,-2.03169724513626,,,,,,,,162,147,-15
Jordan Watkins,SF,WR,333.0,495,8.0,,,,,,,,,,,,,,,,,,-2.04169724513626,,,,,,,,163,148,-15
Jahdae Walker,CHI,WR,334.0,469,10.0,,,,,,,,,,,,,,,,,,-2.0516972451362596,,,,,,,,164,151,-13
CJ Daniels,LAR,WR,334.75,399,11.0,,,,,,,,,,,,,,,,,,-2.06169724513626,,,,,,,,165,152,-13
Zavion Thomas,CHI,WR,335.12,385,10.0,,,,,,,,,,,,,,,,,,-2.07169724513626,,,,,,,,166,153,-13
Xavier Restrepo,TEN,WR,336.0,454,9.0,,,,,,,,,,,,,,,,,,-2.08169724513626,,,,,,,,167,154,-13
Theo Wease Jr.,MIA,WR,338.0,472,6.0,,,,,,,,,,,,,,,,,,-2.0916972451362597,,,,,,,,168,156,-12
Michael Woods II,DEN,WR,338.0,498,10.0,,,,,,,,,,,,,,,,,,-2.0916972451362597,,,,,,,,168,156,-12
Savion Williams,GB,WR,338.76,376,11.0,,,,,,,,,,,,,,,,,,-2.11169724513626,,,,,,,,170,159,-11
Colbie Young,CIN,WR,340.25,423,6.0,,,,,,,,,,,,,,,,,,-2.12169724513626,,,,,,,,171,161,-10
Jaylin Lane,WAS,WR,346.78,390,7.0,,,,,,,,,,,,,,,,,,-2.1316972451362597,,,,,,,,172,162,-10
David Sills V,TB,WR,349.0,503,10.0,,,,,,,,,,,,,,,,,,-2.14169724513626,,,,,,,,173,163,-10
Tai Felton,MIN,WR,350.6,446,6.0,,,,,,,,,,,,,,,,,,-2.1516972451362597,,,,,,,,174,165,-9
Juice Wells Jr.,ATL,WR,351.0,473,11.0,,,,,,,,,,,,,,,,,,-2.16169724513626,,,,,,,,175,166,-9
Jimmy Horn Jr.,CAR,WR,356.67,492,5.0,,,,,,,,,,,,,,,,,,-2.1716972451362597,,,,,,,,176,170,-6
Deion Burks,IND,WR,365.0,433,13.0,,,,,,,,,,,,,,,,,,-2.18169724513626,,,,,,,,177,171,-6
Josh Cameron,JAC,WR,375.5,515,7.0,,,,,,,,,,,,,,,,,,-2.1916972451362597,,,,,,,,178,174,-4
Kendrick Law,DET,WR,378.5,516,6.0,,,,,,,,,,,,,,,,,,-2.20169724513626,,,,,,,,179,175,-4
