player_name,team,position,adp,ecr_rank,bye_week,player_id,games,fantasy_points,fantasy_points_ppr,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,completions,attempts,passing_yards,passing_tds,interceptions,snap_pct,value_score,ppg,rushing_ppg,snap_share,volume,efficiency,receiving_ppg,td_rate,position_rank,adp_position_rank,value_gap
Zay Flowers,BAL,WR,29.99,30,13.0,00-0039064,17.0,135.5,209.5,9.0,56.0,0.0,116.0,74.0,1059.0,4.0,0.0,0.0,0.0,0.0,0.0,0.7464705882352941,0.342747628072898,12.323529411764707,0.3294117647058824,0.7464705882352941,7.352941176470588,1.676,11.994117647058824,0.032,42,16,-26
Keenan Allen,IND,WR,215.11,221,13.0,00-0030279,15.0,114.4,184.4,0.0,0.0,0.0,121.0,70.0,744.0,7.0,0.0,1.0,0.0,0.0,1.0,0.868,0.32249458123764724,12.426666666666668,0.0,0.868,8.066666666666666,1.5404958677685952,12.426666666666668,0.05785123966942149,43,78,35
Quentin Johnston,LAC,WR,99.75,96,7.0,00-0038544,15.0,119.70000000000002,174.70000000000002,3.0,6.0,0.0,91.0,55.0,711.0,8.0,0.0,0.0,0.0,0.0,0.0,0.71625,0.3014848255317533,11.646666666666668,0.04000000000000001,0.71625,6.266666666666667,1.8585106382978724,11.606666666666667,0.0851063829787234,44,42,-2
Marvin Harrison Jr.,ARI,WR,69.23,67,14.0,00-0039849,17.0,134.5,196.5,0.0,0.0,0.0,116.0,62.0,885.0,8.0,0.0,0.0,0.0,0.0,0.0,0.7858823529411765,0.25999898002021415,11.676470588235293,0.0,0.7858823529411765,6.823529411764706,1.7112068965517242,11.676470588235293,0.06896551724137931,45,32,-13
Josh Downs,IND,WR,86.47,86,13.0,00-0038997,14.0,110.2,182.2,1.0,-1.0,0.0,107.0,72.0,803.0,5.0,0.0,0.0,0.0,0.0,0.0,0.6442857142857142,0.2299259809527808,13.014285714285716,-0.0071428571428571435,0.6442857142857142,7.714285714285714,1.6870370370370371,13.021428571428572,0.046296296296296294,46,39,-7
Khalil Shakir,BUF,WR,120.14,121,7.0,00-0037261,15.0,106.5,182.5,2.0,4.0,0.0,100.0,76.0,821.0,4.0,0.0,0.0,0.0,0.0,0.0,0.6211111111111111,0.15357442674190627,12.166666666666668,0.02666666666666667,0.6211111111111111,6.8,1.78921568627451,12.140000000000002,0.0392156862745098,47,48,1
George Pickens,DAL,WR,20.1,19,14.0,00-0037247,14.0,105.4,164.4,2.0,-6.0,0.0,103.0,59.0,900.0,3.0,0.0,0.0,0.0,0.0,0.0,0.8006666666666666,0.1446401442291067,11.885714285714286,-0.042857142857142864,0.8006666666666666,7.5,1.5847619047619048,11.928571428571429,0.02857142857142857,48,11,-37
Jalen Tolbert,MIA,WR,288.47,326,6.0,00-0037666,17.0,103.0,152.0,0.0,0.0,0.0,79.0,49.0,610.0,7.0,0.0,0.0,0.0,0.0,0.0,0.7576470588235295,0.06835629476082669,8.941176470588236,0.0,0.7576470588235295,4.647058823529412,1.9240506329113924,8.941176470588236,0.08860759493670886,49,111,62
Romeo Doubs,NE,WR,131.54,130,11.0,00-0037816,13.0,86.1,132.1,0.0,0.0,0.0,72.0,46.0,601.0,4.0,0.0,0.0,0.0,0.0,0.0,0.7585714285714286,0.06720891163061721,10.007692307692308,0.0,0.7585714285714286,5.538461538461538,1.8069444444444445,10.007692307692308,0.05555555555555555,50,54,4
Michael Pittman Jr.,PIT,WR,81.74,81,9.0,00-0036252,16.0,96.8,165.8,0.0,0.0,0.0,111.0,69.0,808.0,3.0,0.0,0.0,0.0,0.0,0.0,0.880625,0.05719293494454603,10.4875,0.0,0.880625,6.9375,1.5117117117117118,10.4875,0.02702702702702703,51,36,-15
Tre Tucker,LV,WR,173.55,162,13.0,00-0038563,17.0,82.30000000000001,129.3,9.0,44.0,1.0,81.0,47.0,539.0,3.0,0.0,0.0,0.0,0.0,0.0,0.8723529411764706,0.047313147465117736,7.605882352941177,0.611764705882353,0.8723529411764706,5.294117647058823,1.4366666666666668,6.9941176470588236,0.044444444444444446,52,63,11
Tank Dell,HOU,WR,205.24,198,8.0,00-0038977,14.0,89.0,140.0,9.0,43.0,0.0,81.0,51.0,667.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6892857142857143,0.030230186430030587,10.0,0.3071428571428571,0.6892857142857143,6.428571428571429,1.5555555555555556,9.692857142857141,0.03333333333333333,53,74,21
Devontez Walker,BAL,WR,319.91,394,13.0,00-0039792,2.0,8.1,9.1,0.0,0.0,0.0,3.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0863636363636363,0.016558561542067696,4.55,0.0,0.0863636363636363,1.5,3.033333333333333,4.55,0.3333333333333333,54,136,82
Demarcus Robinson,SF,WR,333.3,407,8.0,00-0032775,17.0,92.5,123.5,0.0,0.0,0.0,64.0,31.0,505.0,7.0,0.0,0.0,0.0,0.0,0.0,0.8163157894736842,-0.00744935410132163,7.264705882352941,0.0,0.8163157894736842,3.764705882352941,1.9296875,7.264705882352941,0.109375,55,149,94
Jaylen Waddle,DEN,WR,36.35,35,10.0,00-0036613,15.0,91.6,149.6,4.0,12.0,0.0,83.0,58.0,744.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7866666666666667,-0.020221266737544083,9.706666666666667,0.08000000000000002,0.7866666666666667,5.8,1.6735632183908045,9.626666666666667,0.022988505747126436,56,20,-36
Wan'Dale Robinson,TEN,WR,86.26,85,9.0,00-0038117,17.0,89.7,182.7,3.0,18.0,0.0,140.0,93.0,699.0,3.0,0.0,0.0,0.0,0.0,0.0,0.7594117647058823,-0.03455921526454185,10.747058823529413,0.10588235294117647,0.7594117647058823,8.411764705882353,1.2776223776223778,10.641176470588235,0.02097902097902098,57,38,-19
Keon Coleman,BUF,WR,246.7,250,7.0,00-0039901,13.0,82.5,111.5,1.0,9.0,0.0,57.0,29.0,556.0,4.0,0.0,0.0,0.0,0.0,0.0,0.704375,-0.047572074543434,8.423076923076923,0.06923076923076923,0.704375,4.461538461538462,1.8879310344827587,8.353846153846153,0.06896551724137931,58,91,33
Andrei Iosivas,CIN,WR,277.74,308,6.0,00-0038619,17.0,83.9,119.9,0.0,0.0,0.0,61.0,36.0,479.0,6.0,0.0,0.0,0.0,0.0,0.0,0.7841176470588236,-0.06801945440645162,7.052941176470589,0.0,0.7841176470588236,3.588235294117647,1.9655737704918033,7.052941176470589,0.09836065573770492,59,106,47
Jalen Nailor,LV,WR,187.74,176,13.0,00-0037291,15.0,77.0,105.0,3.0,-4.0,0.0,42.0,28.0,414.0,6.0,0.0,0.0,0.0,0.0,0.0,0.5311111111111111,-0.0861468056866414,7.0,-0.02666666666666667,0.5311111111111111,3.0,2.3333333333333335,7.026666666666667,0.13333333333333333,60,68,8
Chris Olave,NO,WR,18.97,18,8.0,00-0037239,8.0,44.7,76.7,1.0,7.0,0.0,44.0,32.0,400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6175,-0.10684654496731773,9.8375,0.08750000000000001,0.6175,5.625,1.748888888888889,9.75,0.022222222222222223,61,10,-51
Michael Wilson,ARI,WR,88.23,88,14.0,00-0038559,16.0,77.5,124.5,1.0,7.0,0.0,71.0,47.0,548.0,4.0,0.0,0.0,0.0,0.0,0.0,0.795625,-0.11133847719088037,7.906250000000001,0.043750000000000004,0.795625,4.5,1.7569444444444446,7.862500000000001,0.05555555555555555,62,40,-22
Jalen Coker,CAR,WR,124.5,125,5.0,00-0039491,11.0,60.56,92.56,0.0,0.0,0.0,46.0,32.0,478.0,2.0,1.0,1.0,19.0,0.0,0.0,,-0.11942290278228747,8.345454545454546,0.0,,4.181818181818182,1.9956521739130437,8.345454545454546,0.043478260869565216,63,50,-13
Rome Odunze,CHI,WR,57.22,56,10.0,00-0039919,17.0,90.9,144.9,3.0,15.0,0.0,101.0,54.0,734.0,3.0,0.0,0.0,0.0,0.0,0.0,0.8358823529411765,-0.1440639412549113,8.641176470588235,0.08823529411764706,0.8358823529411765,6.117647058823529,1.4125,8.552941176470588,0.028846153846153848,64,28,-36
Kayshon Boutte,NE,WR,199.48,190,11.0,00-0038608,15.0,78.9,121.9,0.0,0.0,0.0,68.0,43.0,589.0,3.0,0.0,0.0,0.0,0.0,0.0,0.7806666666666666,-0.15736140167838192,7.993333333333334,0.0,0.7806666666666666,4.533333333333333,1.7632352941176472,7.993333333333334,0.04411764705882353,65,73,8
DeMario Douglas,NE,WR,296.61,327,11.0,00-0038621,16.0,81.7,147.70000000000002,3.0,16.0,0.0,87.0,66.0,621.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6264705882352941,-0.15847412724614104,9.23125,0.1,0.6264705882352941,5.625,1.641111111111111,9.13125,0.03333333333333333,66,115,49
DeAndre Hopkins,BAL,WR,365.75,474,13.0,00-0030564,16.0,91.0,147.0,0.0,0.0,0.0,80.0,56.0,610.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4584210526315789,-0.20573974031606918,9.1875,0.0,0.4584210526315789,5.0,1.8375,9.1875,0.0625,67,172,105
Marvin Mims Jr.,DEN,WR,264.85,277,10.0,00-0038976,16.0,90.5,129.5,13.0,42.0,0.0,52.0,39.0,503.0,6.0,0.0,0.0,0.0,0.0,0.0,0.2927777777777777,-0.20963715128094845,8.09375,0.2625,0.2927777777777777,4.0625,1.9923076923076923,7.831250000000001,0.09230769230769231,68,101,33
Xavier Legette,CAR,WR,262.96,272,5.0,00-0039342,15.0,76.10000000000001,125.1,6.0,24.0,0.0,84.0,49.0,497.0,4.0,0.0,0.0,0.0,0.0,0.0,0.698125,-0.21144654795833884,8.34,0.16000000000000003,0.698125,6.0,1.3900000000000001,8.18,0.044444444444444446,69,100,31
Mack Hollins,NE,WR,278.61,304,11.0,00-0033555,16.0,67.8,98.8,0.0,0.0,0.0,50.0,31.0,378.0,5.0,0.0,0.0,0.0,0.0,0.0,0.6599999999999999,-0.23837841086171313,6.175000000000001,0.0,0.6599999999999999,3.125,1.9760000000000002,6.175000000000001,0.1,70,108,38
Devaughn Vele,NO,WR,259.56,260,8.0,00-0039424,13.0,65.5,106.5,0.0,0.0,0.0,55.0,41.0,475.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5307142857142857,-0.24597913916912045,8.192307692307692,0.0,0.5307142857142857,4.230769230769231,1.9363636363636363,8.192307692307692,0.05454545454545454,71,97,26
Christian Kirk,SF,WR,257.05,261,8.0,00-0034775,8.0,43.900000000000006,70.9,0.0,0.0,0.0,47.0,27.0,379.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,-0.2495246865473822,8.8625,0.0,0.7,5.875,1.5085106382978724,8.8625,0.02127659574468085,72,96,24
Cedric Tillman,CLE,WR,313.89,336,11.0,00-0038979,9.0,51.4,80.4,1.0,-5.0,0.0,49.0,29.0,339.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5490909090909091,-0.25725445782027256,8.933333333333334,-0.05555555555555555,0.5490909090909091,5.555555555555555,1.608,8.988888888888889,0.06,73,131,58
KaVontae Turpin,DAL,WR,310.67,377,14.0,00-0037801,15.0,73.2,104.2,16.0,92.0,0.0,52.0,31.0,420.0,2.0,0.0,0.0,0.0,0.0,0.0,,-0.25742072187031295,6.28,0.6133333333333334,,4.533333333333333,1.3852941176470588,5.666666666666667,0.029411764705882353,74,126,52
Christian Watson,GB,WR,57.64,58,11.0,00-0038124,14.0,76.3,105.3,4.0,23.0,0.0,53.0,29.0,620.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5906666666666667,-0.2686913113885722,7.521428571428571,0.1642857142857143,0.5906666666666667,4.071428571428571,1.8473684210526315,7.357142857142857,0.03508771929824561,75,29,-46
Darius Slayton,NYG,WR,267.55,274,8.0,00-0035535,16.0,71.0,110.0,2.0,17.0,0.0,71.0,39.0,573.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8306250000000001,-0.2953547623210254,6.875000000000001,0.10625000000000001,0.8306250000000001,4.5625,1.5068493150684934,6.768750000000001,0.0273972602739726,76,103,27
Brandon Aiyuk,SF,WR,262.82,302,8.0,00-0036261,7.0,37.400000000000006,62.400000000000006,0.0,0.0,0.0,47.0,25.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614285714285715,-0.2984069708182069,8.914285714285715,0.0,0.7614285714285715,6.714285714285714,1.327659574468085,8.914285714285715,0.0,77,99,22
Marquez Valdes-Scantling,DAL,WR,375.0,493,14.0,00-0034272,13.0,65.5,84.5,1.0,4.0,0.0,44.0,19.0,411.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5435714285714286,-0.3282158869568269,6.5,0.03076923076923077,0.5435714285714286,3.4615384615384617,1.8777777777777778,6.4692307692307685,0.08888888888888889,78,173,95
Calvin Austin III,NYG,WR,312.77,340,8.0,00-0037837,17.0,84.8,120.8,0.0,0.0,0.0,58.0,36.0,548.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5466666666666666,-0.3335732678620219,6.752941176470589,0.0,0.5466666666666666,3.411764705882353,1.9793103448275864,6.752941176470589,0.06896551724137931,79,129,50
Tim Patrick,NYJ,WR,355.5,470,13.0,00-0033375,15.0,59.400000000000006,92.4,0.0,0.0,0.0,44.0,33.0,394.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5823529411764706,-0.3625794822656869,6.026666666666667,0.0,0.5823529411764706,2.933333333333333,2.0545454545454547,6.026666666666667,0.06818181818181818,80,169,89
Tyler Lockett,LV,WR,352.33,486,13.0,00-0032211,17.0,72.0,121.0,0.0,0.0,0.0,74.0,49.0,600.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6905882352941176,-0.3839459692223892,7.117647058823529,0.0,0.6905882352941176,4.352941176470588,1.635135135135135,7.117647058823529,0.02702702702702703,81,167,86
Olamide Zaccheaus,ATL,WR,310.23,339,11.0,00-0035208,15.0,69.4,114.4,1.0,8.0,0.0,64.0,45.0,506.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4495,-0.40457361978112943,7.626666666666666,0.05333333333333334,0.4495,4.333333333333333,1.7599999999999998,7.573333333333333,0.046153846153846156,82,125,43
Parker Washington,JAC,WR,66.72,64,7.0,00-0038606,13.0,65.0,97.0,0.0,0.0,0.0,51.0,32.0,390.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5529411764705883,-0.4059549311420143,6.846153846153846,0.0,0.5529411764705883,3.923076923076923,1.7450980392156863,6.846153846153846,0.058823529411764705,83,31,-52
Brandin Cooks,FA,WR,312.5,482,,00-0031236,10.0,43.6,69.6,3.0,-3.0,0.0,54.0,26.0,259.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6980000000000001,-0.4577414023586174,6.960000000000001,-0.030000000000000006,0.6980000000000001,5.7,1.2210526315789476,6.99,0.05263157894736842,84,128,44
Jordan Whittington,LAR,WR,350.09,411,11.0,00-0039751,6.0,30.5,52.5,2.0,12.0,0.0,28.0,22.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2788235294117647,-0.4618882057790373,8.75,0.20000000000000004,0.2788235294117647,5.0,1.75,8.549999999999999,0.0,85,164,79
Joshua Palmer,BUF,WR,310.12,358,7.0,00-0036988,15.0,68.4,107.4,0.0,0.0,0.0,65.0,39.0,584.0,1.0,0.0,0.0,0.0,0.0,0.0,0.66,-0.46748820999066687,6.8933333333333335,0.0,0.66,4.333333333333333,1.590769230769231,6.8933333333333335,0.015384615384615385,86,124,38
Dontayvion Wicks,PHI,WR,195.45,180,10.0,00-0038393,17.0,71.5,110.5,0.0,0.0,0.0,76.0,39.0,415.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5594444444444444,-0.4972809171927063,6.5,0.0,0.5594444444444444,4.470588235294118,1.4539473684210527,6.5,0.06578947368421052,87,71,-16
Elijah Moore,PHI,WR,336.0,471,10.0,00-0036980,17.0,59.900000000000006,120.9,1.0,1.0,0.0,102.0,61.0,538.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7570588235294117,-0.49795497752429563,7.111764705882353,0.0058823529411764705,0.7570588235294117,6.0588235294117645,1.1737864077669904,7.105882352941177,0.009708737864077669,88,154,66
JuJu Smith-Schuster,FA,WR,383.5,518,,00-0033857,11.0,35.1,53.1,0.0,0.0,0.0,26.0,18.0,231.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4741176470588235,-0.5431670917025846,4.827272727272727,0.0,0.4741176470588235,2.3636363636363638,2.042307692307692,4.827272727272727,0.07692307692307693,89,176,87
Malik Washington,MIA,WR,190.68,178,6.0,00-0039880,12.0,30.8,56.8,5.0,25.0,1.0,36.0,26.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4471428571428571,-0.5644719148746564,4.733333333333333,0.7083333333333334,0.4471428571428571,3.4166666666666665,1.3853658536585365,4.0249999999999995,0.024390243902439025,90,69,-21
Xavier Smith,LAR,WR,299.0,448,11.0,00-0038359,3.0,4.2,6.2,4.0,36.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.5893443953760615,2.066666666666667,1.2,,2.0,1.0333333333333334,0.8666666666666667,0.0,91,116,25
Kendrick Bourne,ARI,WR,307.27,362,14.0,00-0033307,12.0,37.1,65.1,1.0,6.0,0.0,38.0,28.0,305.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5833333333333334,-0.6030892320116695,5.425,0.05000000000000001,0.5833333333333334,3.25,1.669230769230769,5.375,0.02564102564102564,92,121,29
Greg Dortch,DET,WR,338.14,427,6.0,00-0035500,17.0,53.3,90.3,5.0,31.0,0.0,50.0,37.0,342.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4023529411764706,-0.6050789105645965,5.429411764705883,0.1823529411764706,0.4023529411764706,3.235294117647059,1.6781818181818182,5.247058823529412,0.05454545454545454,93,158,65
Kalif Raymond,CHI,WR,314.82,374,10.0,00-0032464,10.0,39.5,56.5,2.0,0.0,0.0,22.0,17.0,215.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2823076923076923,-0.6268109547011605,5.05,0.0,0.2823076923076923,2.4,2.1041666666666665,5.05,0.08333333333333333,94,134,40
Van Jefferson,WAS,WR,340.0,475,7.0,00-0036415,15.0,39.6,63.6,0.0,0.0,0.0,40.0,24.0,276.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6522222222222223,-0.6580881184417623,4.24,0.0,0.6522222222222223,2.6666666666666665,1.59,4.24,0.05,95,160,65
Dyami Brown,WAS,WR,383.88,460,7.0,00-0036626,15.0,37.4,67.4,3.0,26.0,0.0,40.0,30.0,308.0,1.0,0.0,1.0,0.0,0.0,0.0,0.48,-0.7242817385630841,4.626666666666666,0.17333333333333334,0.48,2.8666666666666667,1.6139534883720927,4.453333333333333,0.023255813953488372,96,177,81
John Metchie III,CAR,WR,324.44,382,5.0,00-0037614,10.0,31.40000000000001,55.400000000000006,0.0,0.0,0.0,37.0,24.0,254.0,1.0,0.0,0.0,0.0,0.0,0.0,0.472,-0.735539769566761,5.540000000000001,0.0,0.472,3.7,1.4972972972972975,5.540000000000001,0.02702702702702703,97,144,47
Tutu Atwell,MIA,WR,322.94,378,6.0,00-0036849,15.0,56.900000000000006,98.9,2.0,7.0,0.0,62.0,42.0,562.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3515789473684211,-0.7466974466007007,6.593333333333334,0.04666666666666667,0.3515789473684211,4.266666666666667,1.5453125,6.546666666666667,0.0,98,143,45
Cedrick Wilson Jr.,DET,WR,320.5,488,6.0,00-0034418,10.0,31.94,51.94,0.0,0.0,0.0,27.0,20.0,211.0,1.0,1.0,1.0,21.0,1.0,0.0,0.396,-0.7838616367116589,4.71,0.0,0.396,2.7,1.7444444444444445,4.71,0.037037037037037035,99,137,38
Lil'Jordan Humphrey,DEN,WR,389.0,519,10.0,00-0035406,14.0,33.3,64.3,0.0,0.0,0.0,45.0,31.0,293.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4811111111111111,-0.8272921963423625,4.735714285714286,0.0,0.4811111111111111,3.2142857142857144,1.4733333333333332,4.735714285714286,0.022222222222222223,100,178,78
Ashton Dulin,IND,WR,314.4,398,13.0,00-0035021,9.0,17.2,19.2,5.0,45.0,0.0,8.0,2.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1986666666666666,-0.9455697741637077,2.1333333333333333,0.5,0.1986666666666666,1.4444444444444444,1.4769230769230768,1.6333333333333333,0.07692307692307693,101,132,31
Troy Franklin,DEN,WR,208.46,206,10.0,00-0039868,16.0,39.1,67.1,2.0,8.0,0.0,53.0,28.0,263.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3764705882352941,-0.9694264616836734,4.19375,0.05,0.3764705882352941,3.4375,1.22,4.14375,0.03636363636363636,102,76,-26
Jahan Dotson,ATL,WR,282.74,323,11.0,00-0037741,14.0,22.9,41.9,1.0,13.0,0.0,33.0,19.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5823809523809524,-1.0056867624069867,2.992857142857143,0.09285714285714286,0.5823809523809524,2.4285714285714284,1.2323529411764707,2.9,0.0,103,109,6
Jacob Cowing,SF,WR,354.0,462,8.0,00-0039365,3.0,8.7,12.7,1.0,7.0,0.0,6.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,-1.0084638971609592,4.233333333333333,0.23333333333333336,0.104,2.3333333333333335,1.8142857142857143,4.0,0.0,104,168,64
Isaiah Williams,NYJ,WR,268.0,434,13.0,00-0039451,1.0,0.6000000000000001,2.6,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.0983345959238344,2.6,0.0,,3.0,0.8666666666666667,2.6,0.0,105,104,-1
Luke McCaffrey,WAS,WR,320.86,343,7.0,00-0039355,12.0,16.8,34.8,0.0,0.0,0.0,24.0,18.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355,-1.1740270373987007,2.9,0.0,0.3355,2.0,1.45,2.9,0.0,106,139,33
Adonai Mitchell,NYJ,WR,170.66,161,13.0,00-0039890,17.0,30.76,53.76,4.0,6.0,0.0,55.0,23.0,312.0,0.0,1.0,1.0,24.0,0.0,0.0,0.361764705882353,-1.2464800056508247,3.223529411764706,0.03529411764705883,0.361764705882353,3.4705882352941178,0.928813559322034,3.1882352941176473,0.0,107,61,-46
Scotty Miller,CHI,WR,322.5,489,10.0,00-0035298,4.0,6.9,11.9,0.0,0.0,0.0,9.0,5.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-1.2618632204267612,2.975,0.0,0.25,2.25,1.3222222222222222,2.975,0.0,108,142,34
Ryan Flournoy,DAL,WR,184.16,177,14.0,00-0039410,7.0,8.200000000000001,18.200000000000003,0.0,0.0,0.0,14.0,10.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-1.274493899291853,2.885714285714286,0.0,0.2,2.0,1.442857142857143,2.885714285714286,0.0,109,67,-42
Xavier Hutchinson,HOU,WR,302.16,354,8.0,00-0038618,14.0,11.7,23.7,0.0,0.0,0.0,26.0,12.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4738888888888888,-1.3393938243324972,1.692857142857143,0.0,0.4738888888888888,1.8571428571428572,0.9115384615384616,1.692857142857143,0.0,110,119,9
Jermaine Burton,FA,WR,390.5,512,,00-0039810,4.0,10.7,14.7,0.0,0.0,0.0,14.0,4.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1349999999999999,-1.3467002773465813,3.6750000000000003,0.0,0.1349999999999999,3.5,1.05,3.6750000000000003,0.0,111,179,68
Jalen Reagor,MIA,WR,306.0,477,6.0,00-0036387,7.0,7.7,14.7,3.0,-3.0,0.0,12.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2825,-1.3718317048042525,2.3857142857142857,-0.042857142857142864,0.2825,2.142857142857143,1.1133333333333333,2.4285714285714284,0.0,112,120,8
Tyquan Thornton,KC,WR,265.59,273,5.0,00-0038104,4.0,4.7,8.7,0.0,0.0,0.0,8.0,4.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,-1.3723813709781334,2.175,0.0,0.295,2.0,1.0875,2.175,0.0,113,102,-11
Treylon Burks,WAS,WR,324.54,365,7.0,00-0037742,5.0,3.5,7.5,2.0,1.0,0.0,8.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.474,-1.393080409688495,1.5,0.02,0.474,2.0,0.75,1.48,0.0,114,145,31
Odell Beckham Jr.,NYG,WR,333.8,441,8.0,00-0031235,8.0,5.5,14.5,0.0,0.0,0.0,19.0,9.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2022222222222222,-1.5616972451362598,1.8125,0.0,0.2022222222222222,2.375,0.7631578947368421,1.8125,0.0,115,150,35
Tetairoa McMillan,CAR,WR,33.82,32,5.0,,,,,,,,,,,,,,,,,,-1.5716972451362599,,,,,,,,116,17,-99
Emeka Egbuka,TB,WR,39.88,39,10.0,,,,,,,,,,,,,,,,,,-1.5816972451362599,,,,,,,,117,21,-96
Luther Burden III,CHI,WR,47.56,47,10.0,,,,,,,,,,,,,,,,,,-1.5916972451362599,,,,,,,,118,23,-95
Carnell Tate,TEN,WR,66.5,63,9.0,,,,,,,,,,,,,,,,,,-1.6016972451362599,,,,,,,,119,30,-89
Makai Lemon,PHI,WR,106.68,106,10.0,,,,,,,,,,,,,,,,,,-1.61169724513626,,,,,,,,120,47,-73
KC Concepcion,CLE,WR,122.29,123,11.0,,,,,,,,,,,,,,,,,,-1.62169724513626,,,,,,,,121,49,-72
Jordyn Tyson,NO,WR,124.69,126,8.0,,,,,,,,,,,,,,,,,,-1.63169724513626,,,,,,,,122,51,-71
Matthew Golden,GB,WR,129.54,128,11.0,,,,,,,,,,,,,,,,,,-1.64169724513626,,,,,,,,123,53,-70
De'Zhaun Stribling,SF,WR,151.13,142,8.0,,,,,,,,,,,,,,,,,,-1.65169724513626,,,,,,,,124,57,-67
Denzel Boston,CLE,WR,152.68,144,11.0,,,,,,,,,,,,,,,,,,-1.66169724513626,,,,,,,,125,58,-67
Travis Hunter,JAC,WR,178.15,171,7.0,,,,,,,,,,,,,,,,,,-1.67169724513626,,,,,,,,126,64,-62
Tre' Harris,LAC,WR,179.05,167,7.0,,,,,,,,,,,,,,,,,,-1.68169724513626,,,,,,,,127,65,-62
Omar Cooper Jr.,NYJ,WR,181.33,170,13.0,,,,,,,,,,,,,,,,,,-1.6916972451362597,,,,,,,,128,66,-62
Pat Bryant,DEN,WR,194.01,183,10.0,,,,,,,,,,,,,,,,,,-1.70169724513626,,,,,,,,129,70,-59
Jaylin Noel,HOU,WR,196.28,187,8.0,,,,,,,,,,,,,,,,,,-1.7116972451362598,,,,,,,,130,72,-58
Isaac TeSlaa,DET,WR,212.13,209,6.0,,,,,,,,,,,,,,,,,,-1.7216972451362598,,,,,,,,131,77,-54
Caleb Douglas,MIA,WR,225.55,269,6.0,,,,,,,,,,,,,,,,,,-1.7316972451362598,,,,,,,,132,81,-51
Cyrus Allen,KC,WR,226.95,281,5.0,,,,,,,,,,,,,,,,,,-1.7416972451362598,,,,,,,,133,83,-50
Zachariah Branch,ATL,WR,227.02,227,11.0,,,,,,,,,,,,,,,,,,-1.7516972451362598,,,,,,,,134,84,-50
Antonio Williams,WAS,WR,229.51,231,7.0,,,,,,,,,,,,,,,,,,-1.7616972451362598,,,,,,,,135,85,-50
Germie Bernard,PIT,WR,234.23,235,9.0,,,,,,,,,,,,,,,,,,-1.7716972451362598,,,,,,,,136,86,-50
Chimere Dike,TEN,WR,238.56,241,9.0,,,,,,,,,,,,,,,,,,-1.7816972451362598,,,,,,,,137,87,-50
Jack Bech,LV,WR,238.61,239,13.0,,,,,,,,,,,,,,,,,,-1.7916972451362598,,,,,,,,138,88,-50
